Store,Month,Day,Slot,Estimated Cleaning Time (minutes),Frequency
1552,6,Thursday,4 hours,269,Monthly
1941,6,Friday,4 hours,279,Monthly
1553,6,Monday,4 hours,339,Monthly
134,6,Tuesday,4 hours,252,Monthly
1686,6,Wednesday,4 hours,358,Monthly
1000,6,Thursday,4 hours,218,Monthly
2094,6,Friday,4 hours,191,Monthly
2009,6,Monday,4 hours,187,Monthly
599,6,Tuesday,4 hours,246,Monthly
1749,6,Wednesday,4 hours,283,Monthly
1591,6,Thursday,4 hours,215,Monthly
517,6,Friday,4 hours,235,Monthly
615,6,Monday,4 hours,387,Monthly
75,6,Tuesday,4 hours,198,Monthly
1555,6,Wednesday,4 hours,272,Monthly
1022,6,Thursday,4 hours,197,Monthly
1062,6,Friday,4 hours,329,Monthly
1789,6,Monday,4 hours,235,Monthly
1138,6,Tuesday,4 hours,240,Monthly
319,6,Wednesday,4 hours,325,Monthly
2074,6,Thursday,4 hours,232,Monthly
1884,6,Friday,4 hours,221,Monthly
1960,6,Monday,4 hours,315,Monthly
1756,7,Monday,4 hours,69,Monthly
1810,7,Monday,4 hours,60,Bi-monthly
1848,7,Tuesday,4 hours,253,Monthly
2128,7,Wednesday,4 hours,163,Quarterly
2169,7,Thursday,4 hours,80,Bi-monthly
1200,7,Friday,4 hours,192,Monthly
1397,7,Monday,4 hours,140,Monthly
1558,7,Tuesday,4 hours,248,Monthly
1707,7,Wednesday,4 hours,217,Monthly
1776,7,Thursday,4 hours,194,Monthly
2011,7,Friday,4 hours,159,Monthly
2080,7,Monday,4 hours,150,Monthly
1775,7,Tuesday,4 hours,155,Monthly
2081,7,Tuesday,4 hours,0,Monthly
2106,7,Wednesday,4 hours,131,Monthly
1711,7,Wednesday,4 hours,0,Bi-monthly
1811,7,Wednesday,4 hours,0,Bi-monthly
2014,7,Wednesday,4 hours,0,Quarterly
833,7,Wednesday,4 hours,103,Bi-monthly
1145,7,Thursday,4 hours,284,Monthly
1740,7,Friday,4 hours,110,Monthly
1976,7,Monday,4 hours,168,Monthly
1042,7,Tuesday,4 hours,148,Monthly
1985,7,Wednesday,4 hours,309,Monthly
1694,7,Thursday,4 hours,7,Quarterly
1338,7,Thursday,4 hours,98,Monthly
2041,7,Thursday,4 hours,38,Bi-monthly
1971,7,Friday,4 hours,257,Monthly
1354,7,Monday,4 hours,116,Monthly
1324,7,Tuesday,4 hours,135,Bi-monthly
1828,7,Wednesday,4 hours,128,Monthly
1387,7,Thursday,4 hours,130,Monthly
1670,7,Friday,4 hours,149,Monthly
1210,7,Monday,4 hours,143,Bi-monthly
1398,7,Monday,4 hours,41,Quarterly
586,7,Tuesday,4 hours,184,Bi-monthly
1111,7,Tuesday,4 hours,14,Bi-monthly
1268,7,Tuesday,4 hours,15,Bi-monthly
1358,7,Wednesday,4 hours,93,Bi-monthly
878,7,Wednesday,4 hours,31,Bi-monthly
1910,7,Thursday,4 hours,265,Monthly
2033,7,Friday,4 hours,138,Bi-monthly
1285,7,Friday,4 hours,91,Bi-monthly
1875,7,Monday,4 hours,18,Quarterly
409,7,Monday,4 hours,221,Monthly
2058,7,Tuesday,4 hours,336,Monthly
270,7,Wednesday,4 hours,21,Bi-monthly
1846,7,Wednesday,4 hours,121,Monthly
1856,7,Wednesday,4 hours,21,Bi-monthly
1124,7,Thursday,4 hours,348,Monthly
743,7,Friday,4 hours,71,Bi-monthly
1474,7,Friday,4 hours,155,Bi-monthly
1127,7,Monday,4 hours,43,Bi-monthly
1929,7,Monday,4 hours,74,Bi-monthly
1244,7,Monday,4 hours,86,Monthly
1380,7,Tuesday,4 hours,327,Monthly
1696,7,Wednesday,4 hours,24,Bi-monthly
591,7,Wednesday,4 hours,74,Bi-monthly
1790,7,Wednesday,4 hours,85,Quarterly
1917,7,Thursday,4 hours,94,Bi-monthly
1329,7,Thursday,4 hours,92,Monthly
1319,7,Friday,4 hours,63,Quarterly
710,7,Friday,4 hours,62,Quarterly
1518,7,Friday,4 hours,26,Bi-monthly
1563,7,Monday,4 hours,148,Bi-monthly
1866,7,Tuesday,4 hours,252,Monthly
1843,7,Wednesday,4 hours,59,Quarterly
1924,7,Wednesday,4 hours,28,Bi-monthly
1292,7,Wednesday,4 hours,83,Quarterly
1218,7,Wednesday,4 hours,65,Bi-monthly
1561,7,Thursday,4 hours,94,Monthly
1662,7,Thursday,4 hours,91,Bi-monthly
1754,7,Friday,4 hours,130,Bi-monthly
485,7,Monday,4 hours,176,Monthly
1844,7,Tuesday,4 hours,129,Monthly
749,7,Tuesday,4 hours,94,Monthly
1402,7,Wednesday,4 hours,62,Bi-monthly
390,7,Wednesday,4 hours,58,Bi-monthly
929,7,Wednesday,4 hours,56,Quarterly
1091,7,Wednesday,4 hours,64,Bi-monthly
397,7,Thursday,4 hours,85,Bi-monthly
1893,7,Thursday,4 hours,132,Bi-monthly
1857,7,Friday,4 hours,83,Bi-monthly
629,7,Friday,4 hours,100,Bi-monthly
467,7,Monday,4 hours,82,Bi-monthly
690,7,Monday,4 hours,148,Monthly
1376,7,Tuesday,4 hours,365,Monthly
1381,7,Wednesday,4 hours,34,Bi-monthly
1679,7,Wednesday,4 hours,60,Quarterly
122,7,Wednesday,4 hours,100,Bi-monthly
1902,7,Thursday,4 hours,164,Quarterly
1608,7,Thursday,4 hours,65,Quarterly
625,7,Friday,4 hours,84,Bi-monthly
1892,7,Friday,4 hours,58,Bi-monthly
1003,7,Friday,4 hours,85,Quarterly
2073,7,Monday,4 hours,155,Quarterly
1409,7,Monday,4 hours,35,Bi-monthly
1685,7,Monday,4 hours,35,Quarterly
555,7,Tuesday,4 hours,123,Bi-monthly
1148,7,Wednesday,4 hours,155,Monthly
502,7,Thursday,4 hours,117,Bi-monthly
1245,7,Thursday,4 hours,96,Bi-monthly
1720,7,Friday,4 hours,172,Bi-monthly
1299,7,Monday,4 hours,170,Monthly
1213,7,Tuesday,4 hours,71,Bi-monthly
403,7,Tuesday,4 hours,164,Monthly
80,7,Wednesday,4 hours,184,Bi-monthly
1750,7,Thursday,4 hours,258,Bi-monthly
1847,7,Friday,4 hours,96,Quarterly
349,7,Friday,4 hours,105,Quarterly
573,7,Monday,4 hours,91,Bi-monthly
1231,7,Monday,4 hours,39,Quarterly
935,7,Monday,4 hours,70,Bi-monthly
38,7,Tuesday,4 hours,87,Quarterly
1439,7,Tuesday,4 hours,76,Quarterly
1368,7,Wednesday,4 hours,88,Bi-monthly
1870,7,Wednesday,4 hours,119,Quarterly
1529,7,Thursday,4 hours,116,Bi-monthly
768,7,Friday,4 hours,247,Monthly
1246,7,Monday,4 hours,126,Bi-monthly
1768,7,Tuesday,4 hours,135,Quarterly
1132,7,Wednesday,4 hours,152,Monthly
1977,7,Wednesday,4 hours,40,Monthly
1645,7,Thursday,4 hours,87,Quarterly
1016,7,Thursday,4 hours,149,Bi-monthly
545,7,Friday,4 hours,196,Bi-monthly
1467,7,Monday,4 hours,159,Monthly
1719,7,Tuesday,4 hours,187,Quarterly
448,7,Wednesday,4 hours,108,Quarterly
739,7,Thursday,4 hours,138,Quarterly
471,7,Thursday,4 hours,67,Bi-monthly
1859,7,Friday,4 hours,57,Bi-monthly
1923,7,Friday,4 hours,94,Bi-monthly
1243,7,Monday,4 hours,144,Bi-monthly
1007,7,Tuesday,4 hours,117,Quarterly
826,7,Tuesday,4 hours,107,Bi-monthly
2026,7,Wednesday,4 hours,83,Bi-monthly
592,7,Wednesday,4 hours,94,Quarterly
523,7,Thursday,4 hours,72,Quarterly
1463,7,Thursday,4 hours,94,Monthly
1654,7,Thursday,4 hours,74,Quarterly
1715,7,Friday,4 hours,92,Bi-monthly
386,7,Monday,4 hours,211,Monthly
1504,7,Tuesday,4 hours,82,Bi-monthly
1353,7,Tuesday,4 hours,126,Quarterly
1506,7,Wednesday,4 hours,101,Bi-monthly
550,7,Wednesday,4 hours,80,Quarterly
1833,7,Thursday,4 hours,156,Bi-monthly
921,7,Friday,4 hours,116,Bi-monthly
1863,7,Friday,4 hours,64,Bi-monthly
568,7,Monday,4 hours,142,Quarterly
1472,7,Monday,4 hours,95,Bi-monthly
1164,7,Tuesday,4 hours,202,Monthly
1845,7,Wednesday,4 hours,105,Quarterly
1922,7,Thursday,4 hours,289,Monthly
805,7,Friday,4 hours,75,Monthly
1333,7,Friday,4 hours,96,Quarterly
13,7,Monday,4 hours,125,Bi-monthly
1589,7,Tuesday,4 hours,203,Bi-monthly
703,7,Wednesday,4 hours,80,Quarterly
832,7,Wednesday,4 hours,76,Quarterly
1516,7,Thursday,4 hours,196,Bi-monthly
818,7,Friday,4 hours,137,Quarterly
1383,7,Friday,4 hours,96,Bi-monthly
1526,7,Monday,4 hours,46,Quarterly
978,7,Monday,4 hours,126,Bi-monthly
324,7,Tuesday,4 hours,107,Bi-monthly
428,7,Tuesday,4 hours,47,Bi-monthly
516,7,Wednesday,4 hours,100,Quarterly
1352,7,Thursday,4 hours,172,Bi-monthly
1364,7,Friday,4 hours,145,Bi-monthly
113,7,Friday,4 hours,86,Quarterly
1096,7,Monday,4 hours,85,Bi-monthly
1458,7,Monday,4 hours,127,Bi-monthly
1515,7,Tuesday,4 hours,109,Bi-monthly
139,7,Tuesday,4 hours,88,Quarterly
1629,7,Wednesday,4 hours,127,Quarterly
687,7,Wednesday,4 hours,77,Quarterly
1452,7,Thursday,4 hours,127,Bi-monthly
1969,7,Friday,4 hours,121,Monthly
781,7,Friday,4 hours,88,Bi-monthly
1900,7,Monday,4 hours,335,Monthly
117,7,Tuesday,4 hours,74,Quarterly
2035,7,Tuesday,4 hours,115,Quarterly
1766,7,Wednesday,4 hours,297,Bi-monthly
719,7,Thursday,4 hours,89,Bi-monthly
1389,7,Thursday,4 hours,123,Bi-monthly
513,7,Friday,4 hours,130,Quarterly
1499,7,Friday,4 hours,88,Bi-monthly
1067,7,Monday,4 hours,89,Bi-monthly
1737,7,Monday,4 hours,87,Bi-monthly
1838,7,Tuesday,4 hours,156,Bi-monthly
577,7,Wednesday,4 hours,150,Monthly
496,7,Thursday,4 hours,107,Quarterly
1427,7,Thursday,4 hours,119,Quarterly
683,7,Friday,4 hours,121,Quarterly
518,7,Monday,4 hours,173,Bi-monthly
1713,7,Tuesday,4 hours,225,Monthly
840,7,Wednesday,4 hours,112,Bi-monthly
542,7,Thursday,4 hours,139,Bi-monthly
1907,7,Friday,4 hours,193,Monthly
282,7,Monday,4 hours,125,Quarterly
1556,7,Monday,4 hours,87,Quarterly
1337,7,Tuesday,4 hours,93,Quarterly
1426,7,Tuesday,4 hours,132,Quarterly
702,7,Wednesday,4 hours,101,Bi-monthly
2136,7,Thursday,4 hours,174,Bi-monthly
1327,7,Friday,4 hours,121,Bi-monthly
1761,7,Friday,4 hours,93,Bi-monthly
1607,7,Monday,4 hours,117,Bi-monthly
1279,7,Tuesday,4 hours,152,Bi-monthly
1525,7,Wednesday,4 hours,129,Monthly
1090,7,Thursday,4 hours,128,Bi-monthly
1078,7,Thursday,4 hours,78,Bi-monthly
1056,7,Friday,4 hours,93,Quarterly
1006,7,Friday,4 hours,98,Quarterly
1152,7,Monday,4 hours,165,Bi-monthly
1242,7,Tuesday,4 hours,150,Bi-monthly
476,7,Tuesday,4 hours,89,Quarterly
1486,7,Wednesday,4 hours,149,Monthly
1194,7,Thursday,4 hours,120,Bi-monthly
1150,7,Friday,4 hours,132,Bi-monthly
1248,7,Monday,4 hours,184,Bi-monthly
416,7,Tuesday,4 hours,98,Quarterly
1895,7,Tuesday,4 hours,114,Quarterly
1278,7,Wednesday,4 hours,137,Quarterly
1726,7,Wednesday,4 hours,92,Bi-monthly
305,7,Thursday,4 hours,164,Bi-monthly
1258,7,Friday,4 hours,210,Bi-monthly
1444,7,Monday,4 hours,55,Monthly
1682,7,Monday,4 hours,149,Monthly
751,7,Tuesday,4 hours,125,Bi-monthly
2049,7,Tuesday,4 hours,101,Quarterly
162,7,Wednesday,4 hours,99,Quarterly
1312,7,Wednesday,4 hours,124,Quarterly
584,7,Thursday,4 hours,138,Bi-monthly
1885,7,Friday,4 hours,163,Bi-monthly
1488,7,Monday,4 hours,136,Monthly
1912,7,Tuesday,4 hours,118,Bi-monthly
333,7,Wednesday,4 hours,158,Monthly
817,7,Thursday,4 hours,119,Bi-monthly
972,7,Thursday,4 hours,89,Bi-monthly
1882,7,Friday,4 hours,89,Bi-monthly
1335,7,Friday,4 hours,125,Bi-monthly
1594,7,Monday,4 hours,83,Bi-monthly
685,7,Monday,4 hours,141,Bi-monthly
1894,7,Tuesday,4 hours,140,Bi-monthly
603,7,Wednesday,4 hours,143,Bi-monthly
1369,7,Thursday,4 hours,108,Bi-monthly
1371,7,Thursday,4 hours,103,Quarterly
1117,7,Friday,4 hours,83,Quarterly
1796,7,Friday,4 hours,141,Bi-monthly
1702,7,Monday,4 hours,81,Monthly
556,7,Monday,4 hours,128,Bi-monthly
1151,7,Tuesday,4 hours,133,Bi-monthly
1020,7,Wednesday,4 hours,112,Quarterly
1393,7,Wednesday,4 hours,110,Bi-monthly
1906,7,Thursday,4 hours,141,Bi-monthly
2148,7,Friday,4 hours,132,Bi-monthly
733,7,Monday,4 hours,228,Bi-monthly
1966,7,Tuesday,4 hours,83,Bi-monthly
2018,7,Wednesday,4 hours,179,Bi-monthly
1660,7,Thursday,4 hours,121,Bi-monthly
1508,7,Friday,4 hours,126,Quarterly
1533,7,Monday,4 hours,155,Bi-monthly
2057,7,Tuesday,4 hours,105,Bi-monthly
334,7,Tuesday,4 hours,120,Bi-monthly
1468,7,Wednesday,4 hours,85,Quarterly
1752,7,Wednesday,4 hours,132,Bi-monthly
1521,7,Thursday,4 hours,174,Quarterly
10,7,Friday,4 hours,220,Monthly
581,7,Monday,4 hours,110,Quarterly
779,7,Monday,4 hours,105,Bi-monthly
1483,7,Tuesday,4 hours,85,Bi-monthly
1888,7,Wednesday,4 hours,163,Bi-monthly
2042,7,Thursday,4 hours,164,Bi-monthly
1517,7,Friday,4 hours,128,Bi-monthly
1574,7,Monday,4 hours,168,Bi-monthly
630,7,Tuesday,4 hours,106,Bi-monthly
1160,7,Tuesday,4 hours,132,Bi-monthly
1442,7,Wednesday,4 hours,115,Bi-monthly
1177,7,Thursday,4 hours,137,Quarterly
1784,7,Thursday,4 hours,102,Quarterly
1237,7,Friday,4 hours,140,Bi-monthly
970,7,Monday,4 hours,145,Quarterly
1440,7,Tuesday,4 hours,138,Bi-monthly
1576,7,Wednesday,4 hours,142,Bi-monthly
169,7,Thursday,4 hours,128,Bi-monthly
561,7,Friday,4 hours,125,Bi-monthly
933,7,Monday,4 hours,233,Monthly
1548,7,Tuesday,4 hours,173,Monthly
1615,7,Wednesday,4 hours,163,Bi-monthly
1612,7,Thursday,4 hours,117,Quarterly
414,7,Thursday,4 hours,107,Bi-monthly
539,7,Friday,4 hours,147,Bi-monthly
1001,7,Monday,4 hours,158,Quarterly
837,7,Tuesday,4 hours,101,Quarterly
1511,7,Tuesday,4 hours,117,Bi-monthly
1550,7,Wednesday,4 hours,142,Quarterly
1664,7,Thursday,4 hours,110,Bi-monthly
1433,7,Friday,4 hours,141,Bi-monthly
1688,7,Monday,4 hours,219,Bi-monthly
1760,7,Tuesday,4 hours,111,Bi-monthly
1803,7,Tuesday,4 hours,101,Quarterly
1436,7,Wednesday,4 hours,178,Quarterly
1580,7,Thursday,4 hours,131,Bi-monthly
1666,7,Friday,4 hours,133,Bi-monthly
482,7,Friday,4 hours,102,Bi-monthly
1834,7,Monday,4 hours,120,Bi-monthly
2030,7,Tuesday,4 hours,224,Quarterly
965,7,Wednesday,4 hours,213,Bi-monthly
1247,7,Thursday,4 hours,139,Quarterly
1270,7,Friday,4 hours,132,Bi-monthly
308,7,Monday,4 hours,115,Monthly
671,7,Tuesday,4 hours,151,Monthly
1461,7,Wednesday,4 hours,198,Monthly
1373,7,Thursday,4 hours,190,Quarterly
1424,7,Friday,4 hours,150,Bi-monthly
1676,7,Monday,4 hours,132,Quarterly
1926,7,Tuesday,4 hours,112,Quarterly
461,7,Wednesday,4 hours,163,Bi-monthly
691,7,Thursday,4 hours,155,Quarterly
362,7,Friday,4 hours,132,Quarterly
1144,7,Monday,4 hours,163,Bi-monthly
1367,7,Tuesday,4 hours,125,Monthly
1821,7,Wednesday,4 hours,157,Quarterly
1114,7,Thursday,4 hours,98,Quarterly
664,7,Friday,4 hours,196,Monthly
825,7,Monday,4 hours,143,Bi-monthly
1791,7,Tuesday,4 hours,284,Monthly
952,7,Wednesday,4 hours,108,Quarterly
396,7,Thursday,4 hours,256,Monthly
1459,7,Friday,4 hours,138,Quarterly
1052,7,Friday,4 hours,98,Bi-monthly
1106,7,Monday,4 hours,279,Bi-monthly
1382,7,Tuesday,4 hours,104,Quarterly
1505,7,Wednesday,4 hours,163,Bi-monthly
2037,7,Thursday,4 hours,214,Bi-monthly
321,7,Friday,4 hours,119,Quarterly
1112,7,Monday,4 hours,122,Quarterly
774,7,Tuesday,4 hours,140,Quarterly
1334,7,Wednesday,4 hours,103,Quarterly
1641,7,Wednesday,4 hours,131,Bi-monthly
521,7,Thursday,4 hours,191,Monthly
1708,7,Friday,4 hours,240,Bi-monthly
1862,7,Monday,4 hours,124,Bi-monthly
835,7,Tuesday,4 hours,134,Bi-monthly
1908,7,Wednesday,4 hours,147,Bi-monthly
1217,7,Thursday,4 hours,139,Quarterly
1739,7,Friday,4 hours,122,Quarterly
1390,7,Monday,4 hours,120,Quarterly
1445,7,Tuesday,4 hours,157,Bi-monthly
1952,7,Wednesday,4 hours,119,Quarterly
279,7,Wednesday,4 hours,108,Monthly
1496,7,Thursday,4 hours,124,Quarterly
1636,7,Friday,4 hours,120,Quarterly
1982,7,Friday,4 hours,88,Bi-monthly
67,7,Monday,4 hours,150,Quarterly
1554,7,Tuesday,4 hours,261,Monthly
1208,7,Wednesday,4 hours,125,Bi-monthly
1161,7,Thursday,4 hours,125,Bi-monthly
1400,7,Friday,4 hours,127,Bi-monthly
1199,7,Monday,4 hours,121,Quarterly
422,7,Monday,4 hours,111,Bi-monthly
399,7,Tuesday,4 hours,141,Bi-monthly
2065,7,Wednesday,4 hours,348,Bi-monthly
981,7,Thursday,4 hours,106,Monthly
1019,7,Friday,4 hours,147,Quarterly
1087,7,Monday,4 hours,126,Bi-monthly
1867,7,Tuesday,4 hours,121,Bi-monthly
575,7,Wednesday,4 hours,181,Bi-monthly
731,7,Thursday,4 hours,130,Bi-monthly
1798,7,Thursday,4 hours,85,Quarterly
1415,7,Friday,4 hours,140,Bi-monthly
2061,7,Monday,4 hours,136,Monthly
1351,7,Tuesday,4 hours,128,Quarterly
868,7,Wednesday,4 hours,320,Monthly
1391,7,Thursday,4 hours,124,Bi-monthly
1610,7,Friday,4 hours,141,Bi-monthly
1956,7,Monday,4 hours,286,Bi-monthly
1987,7,Tuesday,4 hours,172,Quarterly
1421,7,Wednesday,4 hours,130,Quarterly
1933,7,Thursday,4 hours,132,Bi-monthly
412,7,Friday,4 hours,137,Bi-monthly
1221,7,Monday,4 hours,159,Monthly
1060,7,Tuesday,4 hours,130,Quarterly
1773,7,Tuesday,4 hours,100,Quarterly
1658,7,Wednesday,4 hours,119,Quarterly
1293,7,Thursday,4 hours,141,Bi-monthly
295,7,Friday,4 hours,109,Quarterly
427,7,Monday,4 hours,133,Quarterly
1261,7,Tuesday,4 hours,154,Quarterly
1968,7,Wednesday,4 hours,123,Quarterly
1360,7,Thursday,4 hours,134,Quarterly
1930,7,Friday,4 hours,110,Bi-monthly
1909,7,Monday,4 hours,181,Monthly
1996,7,Tuesday,4 hours,139,Quarterly
1872,7,Wednesday,4 hours,232,Monthly
1928,7,Thursday,4 hours,186,Bi-monthly
677,7,Friday,4 hours,95,Quarterly
1765,7,Monday,4 hours,220,Bi-monthly
358,7,Tuesday,4 hours,95,Quarterly
1416,7,Tuesday,4 hours,117,Bi-monthly
1794,7,Wednesday,4 hours,145,Bi-monthly
790,7,Thursday,4 hours,122,Bi-monthly
1223,7,Friday,4 hours,146,Bi-monthly
1494,7,Monday,4 hours,142,Quarterly
1782,7,Tuesday,4 hours,168,Quarterly
1259,7,Wednesday,4 hours,120,Quarterly
706,7,Thursday,4 hours,156,Quarterly
1002,7,Friday,4 hours,142,Quarterly
1623,7,Monday,4 hours,222,Bi-monthly
58,7,Tuesday,4 hours,283,Bi-monthly
1036,7,Wednesday,4 hours,146,Monthly
652,7,Thursday,4 hours,206,Monthly
1366,7,Friday,4 hours,189,Bi-monthly
1787,7,Monday,4 hours,198,Monthly
1317,7,Tuesday,4 hours,138,Bi-monthly
1644,7,Wednesday,4 hours,151,Bi-monthly
730,7,Thursday,4 hours,126,Bi-monthly
1918,7,Friday,4 hours,185,Quarterly
2007,7,Monday,4 hours,147,Monthly
741,7,Tuesday,4 hours,129,Quarterly
1394,7,Wednesday,4 hours,143,Bi-monthly
696,7,Thursday,4 hours,115,Quarterly
1681,7,Friday,4 hours,170,Quarterly
2088,7,Monday,4 hours,173,Bi-monthly
2012,7,Tuesday,4 hours,149,Quarterly
1734,7,Wednesday,4 hours,106,Quarterly
1949,7,Wednesday,4 hours,126,Bi-monthly
2015,7,Thursday,4 hours,155,Quarterly
1220,7,Friday,4 hours,114,Quarterly
1294,7,Friday,4 hours,106,Bi-monthly
281,7,Monday,4 hours,139,Quarterly
1914,7,Tuesday,4 hours,168,Bi-monthly
587,7,Wednesday,4 hours,139,Bi-monthly
1881,7,Thursday,4 hours,156,Monthly
1957,7,Friday,4 hours,281,Bi-monthly
161,7,Monday,4 hours,124,Bi-monthly
958,7,Tuesday,4 hours,144,Quarterly
1322,7,Wednesday,4 hours,137,Bi-monthly
1725,7,Thursday,4 hours,177,Bi-monthly
1938,7,Friday,4 hours,178,Bi-monthly
1297,7,Monday,4 hours,118,Quarterly
1405,7,Tuesday,4 hours,125,Quarterly
827,7,Wednesday,4 hours,197,Monthly
1913,7,Thursday,4 hours,207,Bi-monthly
1028,7,Friday,4 hours,121,Quarterly
1873,7,Monday,4 hours,201,Bi-monthly
1883,7,Tuesday,4 hours,120,Bi-monthly
1932,7,Wednesday,4 hours,122,Quarterly
1110,7,Thursday,4 hours,155,Bi-monthly
1185,7,Friday,4 hours,137,Bi-monthly
1777,7,Monday,4 hours,194,Bi-monthly
350,7,Tuesday,4 hours,124,Bi-monthly
173,7,Wednesday,4 hours,162,Quarterly
481,7,Thursday,4 hours,132,Bi-monthly
1311,7,Friday,4 hours,146,Quarterly
844,7,Monday,4 hours,121,Quarterly
602,7,Tuesday,4 hours,189,Monthly
877,7,Wednesday,4 hours,245,Monthly
1407,7,Thursday,4 hours,112,Quarterly
203,7,Thursday,4 hours,110,Bi-monthly
1064,7,Friday,4 hours,124,Bi-monthly
1254,7,Friday,4 hours,116,Quarterly
1413,7,Monday,4 hours,118,Quarterly
1755,7,Monday,4 hours,119,Bi-monthly
578,7,Tuesday,4 hours,233,Quarterly
1509,7,Wednesday,4 hours,211,Quarterly
1701,7,Thursday,4 hours,231,Bi-monthly
2032,7,Friday,4 hours,130,Quarterly
1301,7,Friday,4 hours,106,Quarterly
1963,7,Monday,4 hours,119,Quarterly
1084,7,Tuesday,4 hours,148,Quarterly
424,7,Wednesday,4 hours,138,Quarterly
1565,7,Thursday,4 hours,117,Bi-monthly
1490,7,Thursday,4 hours,114,Quarterly
534,7,Friday,4 hours,132,Bi-monthly
1897,7,Monday,4 hours,144,Bi-monthly
1849,7,Tuesday,4 hours,160,Bi-monthly
1716,7,Wednesday,4 hours,200,Quarterly
1233,7,Thursday,4 hours,183,Bi-monthly
1406,7,Friday,4 hours,133,Quarterly
1158,7,Monday,4 hours,125,Quarterly
1040,7,Tuesday,4 hours,124,Quarterly
1128,7,Wednesday,4 hours,139,Bi-monthly
1625,7,Thursday,4 hours,134,Quarterly
1626,7,Friday,4 hours,150,Bi-monthly
1179,7,Monday,4 hours,196,Bi-monthly
1624,7,Tuesday,4 hours,135,Bi-monthly
1234,7,Wednesday,4 hours,116,Bi-monthly
1878,7,Thursday,4 hours,130,Quarterly
1946,7,Friday,4 hours,233,Bi-monthly
1628,7,Monday,4 hours,157,Bi-monthly
871,7,Tuesday,4 hours,129,Quarterly
1602,7,Tuesday,4 hours,95,Bi-monthly
1802,7,Wednesday,4 hours,161,Quarterly
2059,7,Thursday,4 hours,139,Bi-monthly
34,7,Friday,4 hours,158,Monthly
969,7,Monday,4 hours,112,Quarterly
275,7,Tuesday,4 hours,270,Monthly
1343,7,Wednesday,4 hours,127,Bi-monthly
1026,7,Thursday,4 hours,149,Bi-monthly
1346,7,Friday,4 hours,141,Quarterly
1032,7,Monday,4 hours,243,Bi-monthly
1408,7,Tuesday,4 hours,150,Bi-monthly
1648,7,Wednesday,4 hours,114,Bi-monthly
533,7,Wednesday,4 hours,79,Monthly
729,7,Thursday,4 hours,130,Bi-monthly
1063,7,Friday,4 hours,175,Monthly
756,7,Monday,4 hours,234,Monthly
2060,7,Tuesday,4 hours,145,Bi-monthly
1422,7,Wednesday,4 hours,162,Bi-monthly
420,7,Thursday,4 hours,164,Quarterly
454,7,Friday,4 hours,116,Quarterly
1665,7,Monday,4 hours,208,Bi-monthly
1462,7,Tuesday,4 hours,156,Bi-monthly
1727,7,Wednesday,4 hours,167,Quarterly
1079,7,Thursday,4 hours,127,Quarterly
1729,7,Friday,4 hours,264,Bi-monthly
1135,7,Monday,4 hours,118,Quarterly
1349,7,Monday,4 hours,116,Quarterly
1370,7,Tuesday,4 hours,142,Quarterly
1675,7,Wednesday,4 hours,210,Bi-monthly
419,7,Thursday,4 hours,152,Quarterly
1162,7,Friday,4 hours,205,Quarterly
280,7,Monday,4 hours,112,Quarterly
1546,7,Tuesday,4 hours,130,Bi-monthly
821,7,Wednesday,4 hours,206,Monthly
1640,7,Thursday,4 hours,148,Bi-monthly
570,7,Friday,4 hours,311,Monthly
564,7,Monday,4 hours,212,Monthly
1357,7,Tuesday,4 hours,107,Bi-monthly
1157,7,Wednesday,4 hours,218,Quarterly
1476,7,Thursday,4 hours,119,Bi-monthly
1904,7,Friday,4 hours,206,Bi-monthly
1805,7,Monday,4 hours,158,Quarterly
1605,7,Tuesday,4 hours,215,Bi-monthly
431,7,Wednesday,4 hours,136,Quarterly
274,7,Thursday,4 hours,177,Monthly
1033,7,Friday,4 hours,152,Quarterly
432,7,Monday,4 hours,157,Bi-monthly
1228,7,Tuesday,4 hours,152,Quarterly
1831,7,Wednesday,4 hours,156,Monthly
815,7,Thursday,4 hours,241,Monthly
1783,7,Friday,4 hours,143,Bi-monthly
1332,7,Monday,4 hours,161,Quarterly
1683,7,Tuesday,4 hours,154,Bi-monthly
2020,7,Wednesday,4 hours,148,Bi-monthly
985,7,Thursday,4 hours,142,Quarterly
1356,7,Friday,4 hours,124,Bi-monthly
1172,7,Monday,4 hours,121,Quarterly
1759,7,Tuesday,4 hours,178,Bi-monthly
1345,7,Wednesday,4 hours,150,Quarterly
1951,7,Thursday,4 hours,152,Bi-monthly
654,7,Friday,4 hours,130,Quarterly
1804,7,Monday,4 hours,166,Quarterly
757,7,Tuesday,4 hours,129,Bi-monthly
1495,7,Wednesday,4 hours,241,Bi-monthly
242,7,Thursday,4 hours,166,Monthly
1379,7,Friday,4 hours,130,Quarterly
1601,7,Monday,4 hours,136,Bi-monthly
1536,7,Tuesday,4 hours,162,Bi-monthly
944,7,Wednesday,4 hours,342,Bi-monthly
1522,7,Thursday,4 hours,201,Bi-monthly
1489,7,Friday,4 hours,154,Bi-monthly
1249,7,Monday,4 hours,158,Quarterly
1430,7,Tuesday,4 hours,186,Bi-monthly
1984,7,Wednesday,4 hours,258,Monthly
1925,7,Thursday,4 hours,200,Quarterly
794,7,Friday,4 hours,130,Quarterly
1677,7,Monday,4 hours,195,Bi-monthly
