Store,Month,Day,Slot,Estimated Cleaning Time (minutes),Frequency
1231,7,Thursday,16 hours,39,Quarterly
935,7,Thursday,16 hours,70,Bi-monthly
38,7,Thursday,16 hours,87,Quarterly
1439,7,Friday,16 hours,76,Quarterly
1368,7,Friday,16 hours,88,Bi-monthly
1870,7,Friday,16 hours,119,Quarterly
1529,7,Friday,16 hours,116,Bi-monthly
768,7,Friday,16 hours,247,Monthly
1246,7,Friday,16 hours,126,Bi-monthly
1768,7,Friday,16 hours,135,Quarterly
1132,7,Monday,16 hours,152,Monthly
1977,7,Monday,16 hours,40,Monthly
1645,7,Monday,16 hours,87,Quarterly
1016,7,Monday,16 hours,149,Bi-monthly
545,7,Monday,16 hours,196,Bi-monthly
1467,7,Monday,16 hours,159,Monthly
1719,7,Tuesday,16 hours,187,Quarterly
448,7,Tuesday,16 hours,108,Quarterly
739,7,Tuesday,16 hours,138,Quarterly
471,7,Tuesday,16 hours,67,Bi-monthly
1859,7,Tuesday,16 hours,57,Bi-monthly
1923,7,Tuesday,16 hours,94,Bi-monthly
1243,7,Tuesday,16 hours,144,Bi-monthly
1007,7,Tuesday,16 hours,117,Quarterly
826,7,Wednesday,16 hours,107,Bi-monthly
2026,7,Wednesday,16 hours,83,Bi-monthly
592,7,Wednesday,16 hours,94,Quarterly
523,7,Wednesday,16 hours,72,Quarterly
1463,7,Wednesday,16 hours,94,Monthly
1654,7,Wednesday,16 hours,74,Quarterly
1715,7,Wednesday,16 hours,92,Bi-monthly
386,7,Wednesday,16 hours,211,Monthly
1504,7,Wednesday,16 hours,82,Bi-monthly
1353,7,Thursday,16 hours,126,Quarterly
1506,7,Thursday,16 hours,101,Bi-monthly
550,7,Thursday,16 hours,80,Quarterly
1833,7,Thursday,16 hours,156,Bi-monthly
921,7,Thursday,16 hours,116,Bi-monthly
1863,7,Thursday,16 hours,64,Bi-monthly
568,7,Thursday,16 hours,142,Quarterly
1472,7,Thursday,16 hours,95,Bi-monthly
1164,7,Friday,16 hours,202,Monthly
1845,7,Friday,16 hours,105,Quarterly
1922,7,Friday,16 hours,289,Monthly
805,7,Friday,16 hours,75,Monthly
1333,7,Friday,16 hours,96,Quarterly
13,7,Friday,16 hours,125,Bi-monthly
1589,7,Monday,16 hours,203,Bi-monthly
703,7,Monday,16 hours,80,Quarterly
832,7,Monday,16 hours,76,Quarterly
1516,7,Monday,16 hours,196,Bi-monthly
818,7,Monday,16 hours,137,Quarterly
1383,7,Monday,16 hours,96,Bi-monthly
1526,7,Monday,16 hours,46,Quarterly
978,7,Monday,16 hours,126,Bi-monthly
324,7,Tuesday,16 hours,107,Bi-monthly
428,7,Tuesday,16 hours,47,Bi-monthly
516,7,Tuesday,16 hours,100,Quarterly
1352,7,Tuesday,16 hours,172,Bi-monthly
1364,7,Tuesday,16 hours,145,Bi-monthly
113,7,Tuesday,16 hours,86,Quarterly
1096,7,Tuesday,16 hours,85,Bi-monthly
1458,7,Tuesday,16 hours,127,Bi-monthly
1515,7,Wednesday,16 hours,109,Bi-monthly
139,7,Wednesday,16 hours,88,Quarterly
1629,7,Wednesday,16 hours,127,Quarterly
687,7,Wednesday,16 hours,77,Quarterly
1452,7,Wednesday,16 hours,127,Bi-monthly
1969,7,Wednesday,16 hours,121,Monthly
781,7,Wednesday,16 hours,88,Bi-monthly
1900,7,Thursday,16 hours,335,Monthly
117,7,Thursday,16 hours,74,Quarterly
2035,7,Thursday,16 hours,115,Quarterly
1766,7,Thursday,16 hours,297,Bi-monthly
719,7,Thursday,16 hours,89,Bi-monthly
1389,7,Friday,16 hours,123,Bi-monthly
513,7,Friday,16 hours,130,Quarterly
1499,7,Friday,16 hours,88,Bi-monthly
1067,7,Friday,16 hours,89,Bi-monthly
1737,7,Friday,16 hours,87,Bi-monthly
1838,7,Friday,16 hours,156,Bi-monthly
577,7,Friday,16 hours,150,Monthly
496,7,Friday,16 hours,107,Quarterly
1427,7,Monday,16 hours,119,Quarterly
683,7,Monday,16 hours,121,Quarterly
518,7,Monday,16 hours,173,Bi-monthly
1713,7,Monday,16 hours,225,Monthly
840,7,Monday,16 hours,112,Bi-monthly
542,7,Monday,16 hours,139,Bi-monthly
1907,7,Tuesday,16 hours,193,Monthly
282,7,Tuesday,16 hours,125,Quarterly
1556,7,Tuesday,16 hours,87,Quarterly
1337,7,Tuesday,16 hours,93,Quarterly
1426,7,Tuesday,16 hours,132,Quarterly
702,7,Tuesday,16 hours,101,Bi-monthly
2136,7,Tuesday,16 hours,174,Bi-monthly
1327,7,Wednesday,16 hours,121,Bi-monthly
1761,7,Wednesday,16 hours,93,Bi-monthly
1607,7,Wednesday,16 hours,117,Bi-monthly
1279,7,Wednesday,16 hours,152,Bi-monthly
1525,7,Wednesday,16 hours,129,Monthly
1090,7,Wednesday,16 hours,128,Bi-monthly
1078,7,Wednesday,16 hours,78,Bi-monthly
1056,7,Wednesday,16 hours,93,Quarterly
1006,7,Thursday,16 hours,98,Quarterly
1152,7,Thursday,16 hours,165,Bi-monthly
1242,7,Thursday,16 hours,150,Bi-monthly
476,7,Thursday,16 hours,89,Quarterly
1486,7,Thursday,16 hours,149,Monthly
1194,7,Thursday,16 hours,120,Bi-monthly
1150,7,Thursday,16 hours,132,Bi-monthly
1248,7,Friday,16 hours,184,Bi-monthly
416,7,Friday,16 hours,98,Quarterly
1895,7,Friday,16 hours,114,Quarterly
1278,7,Friday,16 hours,137,Quarterly
1726,7,Friday,16 hours,92,Bi-monthly
305,7,Friday,16 hours,164,Bi-monthly
1258,7,Monday,16 hours,210,Bi-monthly
1444,7,Monday,16 hours,55,Monthly
1682,7,Monday,16 hours,149,Monthly
751,7,Monday,16 hours,125,Bi-monthly
2049,7,Monday,16 hours,101,Quarterly
162,7,Monday,16 hours,99,Quarterly
1312,7,Monday,16 hours,124,Quarterly
584,7,Tuesday,16 hours,138,Bi-monthly
1885,7,Tuesday,16 hours,163,Bi-monthly
1488,7,Tuesday,16 hours,136,Monthly
1912,7,Tuesday,16 hours,118,Bi-monthly
333,7,Tuesday,16 hours,158,Monthly
817,7,Tuesday,16 hours,119,Bi-monthly
972,7,Tuesday,16 hours,89,Bi-monthly
1882,7,Wednesday,16 hours,89,Bi-monthly
1335,7,Wednesday,16 hours,125,Bi-monthly
1594,7,Wednesday,16 hours,83,Bi-monthly
685,7,Wednesday,16 hours,141,Bi-monthly
1894,7,Wednesday,16 hours,140,Bi-monthly
603,7,Wednesday,16 hours,143,Bi-monthly
1369,7,Wednesday,16 hours,108,Bi-monthly
1371,7,Wednesday,16 hours,103,Quarterly
1117,7,Thursday,16 hours,83,Quarterly
1796,7,Thursday,16 hours,141,Bi-monthly
1702,7,Thursday,16 hours,81,Monthly
556,7,Thursday,16 hours,128,Bi-monthly
1151,7,Thursday,16 hours,133,Bi-monthly
1020,7,Thursday,16 hours,112,Quarterly
1393,7,Thursday,16 hours,110,Bi-monthly
1906,7,Thursday,16 hours,141,Bi-monthly
2148,7,Friday,16 hours,132,Bi-monthly
733,7,Friday,16 hours,228,Bi-monthly
1966,7,Friday,16 hours,83,Bi-monthly
2018,7,Friday,16 hours,179,Bi-monthly
1660,7,Friday,16 hours,121,Bi-monthly
1508,7,Friday,16 hours,126,Quarterly
1533,7,Monday,16 hours,155,Bi-monthly
2057,7,Monday,16 hours,105,Bi-monthly
334,7,Monday,16 hours,120,Bi-monthly
1468,7,Monday,16 hours,85,Quarterly
1752,7,Monday,16 hours,132,Bi-monthly
1521,7,Monday,16 hours,174,Quarterly
10,7,Tuesday,16 hours,220,Monthly
581,7,Tuesday,16 hours,110,Quarterly
779,7,Tuesday,16 hours,105,Bi-monthly
1483,7,Tuesday,16 hours,85,Bi-monthly
1888,7,Tuesday,16 hours,163,Bi-monthly
2042,7,Tuesday,16 hours,164,Bi-monthly
1517,7,Wednesday,16 hours,128,Bi-monthly
1574,7,Wednesday,16 hours,168,Bi-monthly
630,7,Wednesday,16 hours,106,Bi-monthly
1160,7,Wednesday,16 hours,132,Bi-monthly
1442,7,Wednesday,16 hours,115,Bi-monthly
1177,7,Wednesday,16 hours,137,Quarterly
1784,7,Wednesday,16 hours,102,Quarterly
1237,7,Thursday,16 hours,140,Bi-monthly
970,7,Thursday,16 hours,145,Quarterly
1440,7,Thursday,16 hours,138,Bi-monthly
1576,7,Thursday,16 hours,142,Bi-monthly
169,7,Thursday,16 hours,128,Bi-monthly
561,7,Thursday,16 hours,125,Bi-monthly
933,7,Friday,16 hours,233,Monthly
1548,7,Friday,16 hours,173,Monthly
1615,7,Friday,16 hours,163,Bi-monthly
1612,7,Friday,16 hours,117,Quarterly
414,7,Friday,16 hours,107,Bi-monthly
539,7,Friday,16 hours,147,Bi-monthly
1001,7,Monday,16 hours,158,Quarterly
837,7,Monday,16 hours,101,Quarterly
1511,7,Monday,16 hours,117,Bi-monthly
1550,7,Monday,16 hours,142,Quarterly
1664,7,Monday,16 hours,110,Bi-monthly
1433,7,Monday,16 hours,141,Bi-monthly
1688,7,Tuesday,16 hours,219,Bi-monthly
1760,7,Tuesday,16 hours,111,Bi-monthly
1803,7,Tuesday,16 hours,101,Quarterly
1436,7,Tuesday,16 hours,178,Quarterly
1580,7,Tuesday,16 hours,131,Bi-monthly
1666,7,Tuesday,16 hours,133,Bi-monthly
482,7,Wednesday,16 hours,102,Bi-monthly
1834,7,Wednesday,16 hours,120,Bi-monthly
2030,7,Wednesday,16 hours,224,Quarterly
965,7,Wednesday,16 hours,213,Bi-monthly
1247,7,Wednesday,16 hours,139,Quarterly
1270,7,Wednesday,16 hours,132,Bi-monthly
308,7,Thursday,16 hours,115,Monthly
671,7,Thursday,16 hours,151,Monthly
1461,7,Thursday,16 hours,198,Monthly
1373,7,Thursday,16 hours,190,Quarterly
1424,7,Thursday,16 hours,150,Bi-monthly
1676,7,Thursday,16 hours,132,Quarterly
1926,7,Friday,16 hours,112,Quarterly
461,7,Friday,16 hours,163,Bi-monthly
691,7,Friday,16 hours,155,Quarterly
362,7,Friday,16 hours,132,Quarterly
1144,7,Friday,16 hours,163,Bi-monthly
1367,7,Friday,16 hours,125,Monthly
1821,7,Monday,16 hours,157,Quarterly
1114,7,Monday,16 hours,98,Quarterly
664,7,Monday,16 hours,196,Monthly
825,7,Monday,16 hours,143,Bi-monthly
1791,7,Monday,16 hours,284,Monthly
952,7,Tuesday,16 hours,108,Quarterly
396,7,Tuesday,16 hours,256,Monthly
1459,7,Tuesday,16 hours,138,Quarterly
1052,7,Tuesday,16 hours,98,Bi-monthly
1106,7,Tuesday,16 hours,279,Bi-monthly
1382,7,Wednesday,16 hours,104,Quarterly
1505,7,Wednesday,16 hours,163,Bi-monthly
2037,7,Wednesday,16 hours,214,Bi-monthly
321,7,Wednesday,16 hours,119,Quarterly
1112,7,Wednesday,16 hours,122,Quarterly
774,7,Wednesday,16 hours,140,Quarterly
1334,7,Thursday,16 hours,103,Quarterly
1641,7,Thursday,16 hours,131,Bi-monthly
521,7,Thursday,16 hours,191,Monthly
1708,7,Thursday,16 hours,240,Bi-monthly
1862,7,Thursday,16 hours,124,Bi-monthly
835,7,Thursday,16 hours,134,Bi-monthly
1908,7,Friday,16 hours,147,Bi-monthly
1217,7,Friday,16 hours,139,Quarterly
1739,7,Friday,16 hours,122,Quarterly
1390,7,Friday,16 hours,120,Quarterly
1445,7,Friday,16 hours,157,Bi-monthly
1952,7,Friday,16 hours,119,Quarterly
279,7,Friday,16 hours,108,Monthly
1496,7,Monday,16 hours,124,Quarterly
1636,7,Monday,16 hours,120,Quarterly
1982,7,Monday,16 hours,88,Bi-monthly
67,7,Monday,16 hours,150,Quarterly
1554,7,Monday,16 hours,261,Monthly
1208,7,Monday,16 hours,125,Bi-monthly
1161,7,Tuesday,16 hours,125,Bi-monthly
1400,7,Tuesday,16 hours,127,Bi-monthly
1199,7,Tuesday,16 hours,121,Quarterly
422,7,Tuesday,16 hours,111,Bi-monthly
399,7,Tuesday,16 hours,141,Bi-monthly
2065,7,Wednesday,16 hours,348,Bi-monthly
981,7,Wednesday,16 hours,106,Monthly
1019,7,Wednesday,16 hours,147,Quarterly
1087,7,Wednesday,16 hours,126,Bi-monthly
1867,7,Wednesday,16 hours,121,Bi-monthly
575,7,Thursday,16 hours,181,Bi-monthly
731,7,Thursday,16 hours,130,Bi-monthly
1798,7,Thursday,16 hours,85,Quarterly
1415,7,Thursday,16 hours,140,Bi-monthly
2061,7,Thursday,16 hours,136,Monthly
1351,7,Thursday,16 hours,128,Quarterly
868,7,Friday,16 hours,320,Monthly
1391,7,Friday,16 hours,124,Bi-monthly
1610,7,Friday,16 hours,141,Bi-monthly
1956,7,Friday,16 hours,286,Bi-monthly
1987,7,Monday,16 hours,172,Quarterly
1421,7,Monday,16 hours,130,Quarterly
1933,7,Monday,16 hours,132,Bi-monthly
412,7,Monday,16 hours,137,Bi-monthly
1221,7,Monday,16 hours,159,Monthly
1060,7,Monday,16 hours,130,Quarterly
1773,7,Monday,16 hours,100,Quarterly
1658,7,Tuesday,16 hours,119,Quarterly
1293,7,Tuesday,16 hours,141,Bi-monthly
295,7,Tuesday,16 hours,109,Quarterly
427,7,Tuesday,16 hours,133,Quarterly
1261,7,Tuesday,16 hours,154,Quarterly
1968,7,Tuesday,16 hours,123,Quarterly
1360,7,Tuesday,16 hours,134,Quarterly
1930,7,Wednesday,16 hours,110,Bi-monthly
1909,7,Wednesday,16 hours,181,Monthly
1996,7,Wednesday,16 hours,139,Quarterly
1872,7,Wednesday,16 hours,232,Monthly
1928,7,Wednesday,16 hours,186,Bi-monthly
677,7,Wednesday,16 hours,95,Quarterly
1765,7,Thursday,16 hours,220,Bi-monthly
358,7,Thursday,16 hours,95,Quarterly
1416,7,Thursday,16 hours,117,Bi-monthly
1794,7,Thursday,16 hours,145,Bi-monthly
790,7,Thursday,16 hours,122,Bi-monthly
1223,7,Thursday,16 hours,146,Bi-monthly
1494,7,Friday,16 hours,142,Quarterly
1782,7,Friday,16 hours,168,Quarterly
1259,7,Friday,16 hours,120,Quarterly
706,7,Friday,16 hours,156,Quarterly
1002,7,Friday,16 hours,142,Quarterly
1623,7,Friday,16 hours,222,Bi-monthly
58,7,Monday,16 hours,283,Bi-monthly
1036,7,Monday,16 hours,146,Monthly
652,7,Monday,16 hours,206,Monthly
1366,7,Monday,16 hours,189,Bi-monthly
1787,7,Tuesday,16 hours,198,Monthly
1317,7,Tuesday,16 hours,138,Bi-monthly
1644,7,Tuesday,16 hours,151,Bi-monthly
730,7,Tuesday,16 hours,126,Bi-monthly
1918,7,Tuesday,16 hours,185,Quarterly
2007,7,Tuesday,16 hours,147,Monthly
741,7,Wednesday,16 hours,129,Quarterly
1394,7,Wednesday,16 hours,143,Bi-monthly
696,7,Wednesday,16 hours,115,Quarterly
1681,7,Wednesday,16 hours,170,Quarterly
2088,7,Wednesday,16 hours,173,Bi-monthly
2012,7,Wednesday,16 hours,149,Quarterly
1734,7,Thursday,16 hours,106,Quarterly
1949,7,Thursday,16 hours,126,Bi-monthly
2015,7,Thursday,16 hours,155,Quarterly
1220,7,Thursday,16 hours,114,Quarterly
1294,7,Thursday,16 hours,106,Bi-monthly
281,7,Thursday,16 hours,139,Quarterly
1914,7,Thursday,16 hours,168,Bi-monthly
587,7,Friday,16 hours,139,Bi-monthly
1881,7,Friday,16 hours,156,Monthly
1957,7,Friday,16 hours,281,Bi-monthly
161,7,Friday,16 hours,124,Bi-monthly
958,7,Friday,16 hours,144,Quarterly
1322,7,Monday,16 hours,137,Bi-monthly
1725,7,Monday,16 hours,177,Bi-monthly
1938,7,Monday,16 hours,178,Bi-monthly
1297,7,Monday,16 hours,118,Quarterly
1405,7,Monday,16 hours,125,Quarterly
827,7,Monday,16 hours,197,Monthly
1913,7,Tuesday,16 hours,207,Bi-monthly
1028,7,Tuesday,16 hours,121,Quarterly
1873,7,Tuesday,16 hours,201,Bi-monthly
1883,7,Tuesday,16 hours,120,Bi-monthly
1932,7,Tuesday,16 hours,122,Quarterly
1110,7,Tuesday,16 hours,155,Bi-monthly
1185,7,Wednesday,16 hours,137,Bi-monthly
1777,7,Wednesday,16 hours,194,Bi-monthly
350,7,Wednesday,16 hours,124,Bi-monthly
173,7,Wednesday,16 hours,162,Quarterly
481,7,Wednesday,16 hours,132,Bi-monthly
1311,7,Wednesday,16 hours,146,Quarterly
844,7,Thursday,16 hours,121,Quarterly
602,7,Thursday,16 hours,189,Monthly
877,7,Thursday,16 hours,245,Monthly
1407,7,Thursday,16 hours,112,Quarterly
203,7,Thursday,16 hours,110,Bi-monthly
1064,7,Thursday,16 hours,124,Bi-monthly
1254,7,Friday,16 hours,116,Quarterly
1413,7,Friday,16 hours,118,Quarterly
1755,7,Friday,16 hours,119,Bi-monthly
578,7,Friday,16 hours,233,Quarterly
1509,7,Friday,16 hours,211,Quarterly
1701,7,Monday,16 hours,231,Bi-monthly
2032,7,Monday,16 hours,130,Quarterly
1301,7,Monday,16 hours,106,Quarterly
1963,7,Monday,16 hours,119,Quarterly
1084,7,Monday,16 hours,148,Quarterly
424,7,Monday,16 hours,138,Quarterly
1565,7,Tuesday,16 hours,117,Bi-monthly
1490,7,Tuesday,16 hours,114,Quarterly
534,7,Tuesday,16 hours,132,Bi-monthly
1897,7,Tuesday,16 hours,144,Bi-monthly
1849,7,Tuesday,16 hours,160,Bi-monthly
1716,7,Tuesday,16 hours,200,Quarterly
1233,7,Wednesday,16 hours,183,Bi-monthly
1406,7,Wednesday,16 hours,133,Quarterly
1158,7,Wednesday,16 hours,125,Quarterly
1040,7,Wednesday,16 hours,124,Quarterly
1128,7,Wednesday,16 hours,139,Bi-monthly
1625,7,Wednesday,16 hours,134,Quarterly
1626,7,Thursday,16 hours,150,Bi-monthly
1179,7,Thursday,16 hours,196,Bi-monthly
1624,7,Thursday,16 hours,135,Bi-monthly
1234,7,Thursday,16 hours,116,Bi-monthly
1878,7,Thursday,16 hours,130,Quarterly
1946,7,Thursday,16 hours,233,Bi-monthly
1628,7,Friday,16 hours,157,Bi-monthly
871,7,Friday,16 hours,129,Quarterly
1602,7,Friday,16 hours,95,Bi-monthly
1802,7,Friday,16 hours,161,Quarterly
2059,7,Friday,16 hours,139,Bi-monthly
34,7,Friday,16 hours,158,Monthly
969,7,Friday,16 hours,112,Quarterly
275,7,Monday,16 hours,270,Monthly
1343,7,Monday,16 hours,127,Bi-monthly
1026,7,Monday,16 hours,149,Bi-monthly
1346,7,Monday,16 hours,141,Quarterly
1032,7,Monday,16 hours,243,Bi-monthly
1408,7,Tuesday,16 hours,150,Bi-monthly
1648,7,Tuesday,16 hours,114,Bi-monthly
533,7,Tuesday,16 hours,79,Monthly
729,7,Tuesday,16 hours,130,Bi-monthly
1063,7,Tuesday,16 hours,175,Monthly
756,7,Tuesday,16 hours,234,Monthly
2060,7,Wednesday,16 hours,145,Bi-monthly
1422,7,Wednesday,16 hours,162,Bi-monthly
420,7,Wednesday,16 hours,164,Quarterly
454,7,Wednesday,16 hours,116,Quarterly
1665,7,Wednesday,16 hours,208,Bi-monthly
1462,7,Wednesday,16 hours,156,Bi-monthly
1727,7,Thursday,16 hours,167,Quarterly
1079,7,Thursday,16 hours,127,Quarterly
1729,7,Thursday,16 hours,264,Bi-monthly
1135,7,Thursday,16 hours,118,Quarterly
1349,7,Thursday,16 hours,116,Quarterly
1370,7,Thursday,16 hours,142,Quarterly
1675,7,Friday,16 hours,210,Bi-monthly
419,7,Friday,16 hours,152,Quarterly
1162,7,Friday,16 hours,205,Quarterly
280,7,Friday,16 hours,112,Quarterly
1546,7,Friday,16 hours,130,Bi-monthly
821,7,Monday,16 hours,206,Monthly
1640,7,Monday,16 hours,148,Bi-monthly
570,7,Monday,16 hours,311,Monthly
564,7,Monday,16 hours,212,Monthly
1357,7,Tuesday,16 hours,107,Bi-monthly
1157,7,Tuesday,16 hours,218,Quarterly
1476,7,Tuesday,16 hours,119,Bi-monthly
1904,7,Tuesday,16 hours,206,Bi-monthly
1805,7,Tuesday,16 hours,158,Quarterly
1605,7,Wednesday,16 hours,215,Bi-monthly
431,7,Wednesday,16 hours,136,Quarterly
274,7,Wednesday,16 hours,177,Monthly
1033,7,Wednesday,16 hours,152,Quarterly
432,7,Wednesday,16 hours,157,Bi-monthly
1228,7,Thursday,16 hours,152,Quarterly
1831,7,Thursday,16 hours,156,Monthly
815,7,Thursday,16 hours,241,Monthly
1783,7,Thursday,16 hours,143,Bi-monthly
1332,7,Thursday,16 hours,161,Quarterly
1683,7,Friday,16 hours,154,Bi-monthly
2020,7,Friday,16 hours,148,Bi-monthly
985,7,Friday,16 hours,142,Quarterly
1356,7,Friday,16 hours,124,Bi-monthly
1172,7,Friday,16 hours,121,Quarterly
1759,7,Friday,16 hours,178,Bi-monthly
1345,7,Monday,16 hours,150,Quarterly
1951,7,Monday,16 hours,152,Bi-monthly
654,7,Monday,16 hours,130,Quarterly
1804,7,Monday,16 hours,166,Quarterly
757,7,Monday,16 hours,129,Bi-monthly
1495,7,Tuesday,16 hours,241,Bi-monthly
242,7,Tuesday,16 hours,166,Monthly
1379,7,Tuesday,16 hours,130,Quarterly
1601,7,Tuesday,16 hours,136,Bi-monthly
1536,7,Tuesday,16 hours,162,Bi-monthly
944,7,Wednesday,16 hours,342,Bi-monthly
1522,7,Wednesday,16 hours,201,Bi-monthly
1489,7,Wednesday,16 hours,154,Bi-monthly
1249,7,Wednesday,16 hours,158,Quarterly
1430,7,Thursday,16 hours,186,Bi-monthly
1984,7,Thursday,16 hours,258,Monthly
1925,7,Thursday,16 hours,200,Quarterly
794,7,Thursday,16 hours,130,Quarterly
1677,7,Friday,16 hours,195,Bi-monthly
1104,7,Friday,16 hours,139,Quarterly
763,7,Friday,16 hours,145,Quarterly
1950,7,Friday,16 hours,198,Monthly
1350,7,Friday,16 hours,189,Quarterly
1271,7,Monday,16 hours,199,Quarterly
1428,7,Monday,16 hours,212,Bi-monthly
1651,7,Monday,16 hours,230,Bi-monthly
221,7,Monday,16 hours,147,Bi-monthly
775,7,Tuesday,16 hours,371,Monthly
1451,7,Tuesday,16 hours,303,Bi-monthly
1453,7,Tuesday,16 hours,147,Bi-monthly
1714,7,Tuesday,16 hours,122,Bi-monthly
391,7,Wednesday,16 hours,230,Monthly
1372,7,Wednesday,16 hours,206,Bi-monthly
1592,7,Wednesday,16 hours,127,Quarterly
519,7,Wednesday,16 hours,167,Bi-monthly
1437,7,Wednesday,16 hours,122,Bi-monthly
1295,7,Thursday,16 hours,210,Quarterly
1155,7,Thursday,16 hours,159,Bi-monthly
1215,7,Thursday,16 hours,144,Bi-monthly
721,7,Thursday,16 hours,159,Bi-monthly
964,7,Thursday,16 hours,273,Bi-monthly
1599,7,Friday,16 hours,150,Quarterly
1581,7,Friday,16 hours,226,Monthly
1176,7,Friday,16 hours,134,Quarterly
1634,7,Friday,16 hours,111,Bi-monthly
1431,7,Friday,16 hours,142,Quarterly
1915,7,Friday,16 hours,151,Quarterly
1695,7,Monday,16 hours,160,Bi-monthly
1921,7,Monday,16 hours,162,Bi-monthly
1262,7,Monday,16 hours,200,Bi-monthly
1274,7,Monday,16 hours,120,Bi-monthly
1510,7,Monday,16 hours,148,Bi-monthly
1113,7,Monday,16 hours,162,Bi-monthly
1073,7,Tuesday,16 hours,125,Quarterly
1613,7,Tuesday,16 hours,258,Monthly
1661,7,Tuesday,16 hours,117,Bi-monthly
1793,7,Tuesday,16 hours,175,Bi-monthly
2019,7,Tuesday,16 hours,88,Quarterly
1503,7,Wednesday,16 hours,208,Bi-monthly
2161,7,Wednesday,16 hours,212,Quarterly
1074,7,Wednesday,16 hours,139,Quarterly
1836,7,Wednesday,16 hours,122,Quarterly
772,7,Wednesday,16 hours,151,Quarterly
1901,7,Thursday,16 hours,175,Bi-monthly
1450,7,Thursday,16 hours,189,Bi-monthly
1559,7,Thursday,16 hours,172,Bi-monthly
1578,7,Thursday,16 hours,137,Quarterly
1850,7,Thursday,16 hours,123,Quarterly
1609,7,Friday,16 hours,200,Quarterly
1889,7,Friday,16 hours,245,Quarterly
1081,7,Friday,16 hours,190,Bi-monthly
1136,7,Friday,16 hours,130,Bi-monthly
1718,7,Friday,16 hours,132,Quarterly
1797,7,Monday,16 hours,151,Bi-monthly
1264,7,Monday,16 hours,136,Quarterly
1513,7,Monday,16 hours,137,Bi-monthly
1920,7,Monday,16 hours,127,Quarterly
421,7,Monday,16 hours,175,Quarterly
45,7,Monday,16 hours,212,Quarterly
1163,7,Tuesday,16 hours,157,Quarterly
1709,7,Tuesday,16 hours,167,Bi-monthly
2047,7,Tuesday,16 hours,167,Monthly
133,7,Tuesday,16 hours,150,Bi-monthly
1103,7,Tuesday,16 hours,134,Quarterly
1767,7,Tuesday,16 hours,139,Bi-monthly
1538,7,Wednesday,16 hours,259,Quarterly
1239,7,Wednesday,16 hours,148,Quarterly
1184,7,Wednesday,16 hours,168,Quarterly
684,7,Wednesday,16 hours,143,Bi-monthly
1647,7,Wednesday,16 hours,144,Quarterly
1741,7,Thursday,16 hours,156,Quarterly
1443,7,Thursday,16 hours,167,Quarterly
1265,7,Thursday,16 hours,196,Bi-monthly
1530,7,Thursday,16 hours,204,Bi-monthly
1753,7,Thursday,16 hours,181,Quarterly
1374,7,Friday,16 hours,140,Quarterly
1568,7,Friday,16 hours,142,Bi-monthly
2072,7,Friday,16 hours,175,Quarterly
838,7,Friday,16 hours,185,Quarterly
2052,7,Friday,16 hours,190,Bi-monthly
1898,7,Monday,16 hours,157,Bi-monthly
1595,7,Monday,16 hours,434,Bi-monthly
1291,7,Monday,16 hours,165,Quarterly
1764,7,Monday,16 hours,153,Quarterly
1994,7,Tuesday,16 hours,130,Quarterly
1732,7,Tuesday,16 hours,169,Bi-monthly
1840,7,Tuesday,16 hours,168,Quarterly
850,7,Tuesday,16 hours,133,Quarterly
1454,7,Tuesday,16 hours,227,Quarterly
1547,7,Tuesday,16 hours,130,Quarterly
1457,7,Wednesday,16 hours,179,Quarterly
1075,7,Wednesday,16 hours,190,Quarterly
836,7,Wednesday,16 hours,236,Quarterly
1788,7,Wednesday,16 hours,131,Quarterly
1827,7,Wednesday,16 hours,146,Bi-monthly
2048,7,Thursday,16 hours,158,Bi-monthly
1537,7,Thursday,16 hours,129,Bi-monthly
1671,7,Thursday,16 hours,147,Quarterly
1887,7,Thursday,16 hours,271,Bi-monthly
1705,7,Thursday,16 hours,159,Quarterly
1861,7,Friday,16 hours,265,Bi-monthly
1622,7,Friday,16 hours,135,Bi-monthly
459,7,Friday,16 hours,169,Bi-monthly
583,7,Friday,16 hours,154,Quarterly
160,7,Friday,16 hours,161,Bi-monthly
1455,7,Monday,16 hours,141,Bi-monthly
1480,7,Monday,16 hours,130,Bi-monthly
932,7,Monday,16 hours,145,Quarterly
1742,7,Monday,16 hours,178,Bi-monthly
1092,7,Monday,16 hours,159,Bi-monthly
1733,7,Monday,16 hours,166,Quarterly
1606,7,Tuesday,16 hours,148,Bi-monthly
1514,7,Tuesday,16 hours,193,Bi-monthly
1560,7,Tuesday,16 hours,152,Quarterly
1642,7,Tuesday,16 hours,151,Quarterly
1627,7,Tuesday,16 hours,158,Quarterly
1119,7,Tuesday,16 hours,157,Bi-monthly
1567,7,Wednesday,16 hours,178,Bi-monthly
1721,7,Wednesday,16 hours,151,Bi-monthly
1852,7,Wednesday,16 hours,208,Bi-monthly
869,7,Wednesday,16 hours,175,Quarterly
1584,7,Wednesday,16 hours,164,Quarterly
607,7,Thursday,16 hours,142,Quarterly
1388,7,Thursday,16 hours,194,Bi-monthly
1524,7,Thursday,16 hours,195,Quarterly
1573,7,Thursday,16 hours,147,Quarterly
1953,7,Thursday,16 hours,203,Bi-monthly
1620,7,Friday,16 hours,147,Bi-monthly
19,7,Friday,16 hours,146,Bi-monthly
