,Region,Region Name,Store,Store Name,Store Postcode,Small Trolley,Large Trolley,Total Trolleys,Trolleys (Y/N),Handheld Basket,Rollable Basket,Total Baskets,Baskets (Y/N),Frequency of Basket Clean,Total per Annum,Latitude,Longitude,Estimated Cleaning Time,Cleaning Time
605,490,Motherwell,1113,Arbroath,DD11 1HT,26,62,88,Yes,4,71,75,Yes,Bi-monthly,6,56.5591174,-2.5839546,161.66666666666666,162
606,590,Peterborough,1073,Langley Mill,NG16 4HY,73,15,88,Yes,55,0,55,Yes,Quarterly,4,53.01753,-1.32356,124.66666666666666,125
607,590,Peterborough,1613,NOT-Carlton Road,NG3 2AS,48,40,88,Yes,58,131,189,Yes,Monthly,12,52.95632631052632,-1.131628884,257.6666666666667,258
608,590,Peterborough,1661,Shirebrook,NG20 8TY,73,15,88,Yes,43,0,43,Yes,Bi-monthly,6,53.2023465,-1.2105526,116.66666666666667,117
609,590,Peterborough,1793,PET-Sugar Way,PE2 9AY,54,34,88,Yes,131,0,131,Yes,Bi-monthly,6,52.5630425,-0.259708,175.33333333333331,175
610,600,Luton,2019,HTR-Houghton Road,LU5 5AX,25,63,88,Yes,0,0,0,No,Quarterly,4,51.89969,-0.52571,88.00,88
611,250,Belvedere,1503,LON-Hersham,KT12 4RG,31,58,89,Yes,103,50,153,Yes,Bi-monthly,6,51.3676135,-0.3957073,207.66666666666666,208
612,250,Belvedere,2161,LON-Bellingham,SE6 3RS,25,64,89,Yes,64,80,144,Yes,Quarterly,4,51.4265199,-0.02729,211.66666666666666,212
613,300,Bridgend,1074,Porth,CF39 9BL,29,60,89,Yes,0,50,50,Yes,Quarterly,4,51.61447203333333,-3.4187034,139.00,139
614,300,Bridgend,1836,Cross Hands,SA14 6SY,24,65,89,Yes,0,33,33,Yes,Quarterly,4,51.79823906153847,-4.086550654,122.00,122
615,310,Northfleet,772,SOS-Hadleigh,SS7 2DE,48,41,89,Yes,93,0,93,Yes,Quarterly,4,51.5520003,0.6114228,151.00,151
616,310,Northfleet,1901,SOS-London Road,SS1 1PA,63,26,89,Yes,115,9,124,Yes,Bi-monthly,6,42.0662566,11.81427855,174.66666666666669,175
617,340,Doncaster,1450,SHE-Castlebeck,S2 1AS,24,65,89,Yes,0,100,100,Yes,Bi-monthly,6,53.3718791,-1.4174933,189.00,189
618,360,Wednesbury,1559,NUN-Hinckley Road,CV11 6LF,32,57,89,Yes,0,83,83,Yes,Bi-monthly,6,52.5281531,-1.4571767,172.00,172
619,590,Peterborough,1578,Heacham,PE31 7JF,49,40,89,Yes,72,0,72,Yes,Quarterly,4,52.9052423,0.5032139,137.00,137
620,590,Peterborough,1850,MFL-Woodhouse,NG19 9AQ,47,42,89,Yes,51,0,51,Yes,Quarterly,4,53.1572196,-1.1906996,123.00,123
621,260,Newton Aycliffe,1609,Knaresborough,HG5 0DH,34,56,90,Yes,0,110,110,Yes,Quarterly,4,54.00914655,-1.45482845,200.00,200
622,320,Southampton,1889,Alton,GU34 2GE,33,57,90,Yes,45,125,170,Yes,Quarterly,4,51.15813,-0.95525,245.00,245
623,340,Doncaster,1081,LEE-Oulton,LS26 8HP,35,55,90,Yes,0,100,100,Yes,Bi-monthly,6,53.75133384,-1.448202675,190.00,190
624,590,Peterborough,1136,Braintree,CM7 2QS,16,74,90,Yes,60,0,60,Yes,Bi-monthly,6,51.87890323333333,0.5374168666666667,130.00,130
625,600,Luton,1718,Stratford Upon Avon,CV37 0BT,75,15,90,Yes,0,42,42,Yes,Quarterly,4,52.19921988,-1.7140068,132.00,132
626,460,Avonmouth,1797,RED-Battens Drive,B98 0LJ,37,54,91,Yes,0,60,60,Yes,Bi-monthly,6,52.3066594,-1.90958305,151.00,151
627,490,Motherwell,1264,Dalry,KA24 4LA,21,70,91,Yes,0,45,45,Yes,Quarterly,4,55.7042509,-4.7249418,136.00,136
628,300,Bridgend,1513,CAR-Llanishen,CF14 4HH,40,52,92,Yes,0,45,45,Yes,Bi-monthly,6,51.5202179,-3.200512,137.00,137
629,300,Bridgend,1920,Brynmawr,NP23 4PW,5,87,92,Yes,0,35,35,Yes,Quarterly,4,51.79675,-3.17672,127.00,127
630,320,Southampton,421,SOU-Totton,SO40 3AG,10,82,92,Yes,0,83,83,Yes,Quarterly,4,50.91802616666667,-1.486073167,175.00,175
631,460,Avonmouth,45,WSM-Worle,BS22 6WE,46,46,92,Yes,180,0,180,Yes,Quarterly,4,51.35902995,-2.91083795,212.00,212
632,490,Motherwell,1163,Cupar,KY15 5HX,42,50,92,Yes,0,65,65,Yes,Quarterly,4,56.31790106666666,-3.009183867,157.00,157
633,220,Runcorn,1709,Llandudno Junction,LL31 9SJ,34,59,93,Yes,0,74,74,Yes,Bi-monthly,6,53.2967,-3.8182,167.00,167
634,220,Runcorn,2047,Connahs Quay,CH5 4 DD,36,57,93,Yes,0,74,74,Yes,Monthly,12,39.39856612975503,-88.08005057,167.00,167
635,320,Southampton,133,Farnham,GU9 7UD,27,66,93,Yes,86,0,86,Yes,Bi-monthly,6,51.2166401,-0.7942245,150.33333333333334,150
636,340,Doncaster,1103,SHE-Southey Green,S6 1LH,49,44,93,Yes,0,41,41,Yes,Quarterly,4,53.42108636764706,-1.492778774,134.00,134
637,360,Wednesbury,1767,BIR-Warstock Road,B14 4ST,18,75,93,Yes,0,46,46,Yes,Bi-monthly,6,52.4140704,-1.88291405,139.00,139
638,360,Wednesbury,1538,Oswestry,SY11 2HU,34,59,93,Yes,0,166,166,Yes,Quarterly,4,52.8537122,-3.0497528,259.00,259
639,430,Exeter,1239,Dartmouth,TQ6 9LW,78,15,93,Yes,0,55,55,Yes,Quarterly,4,50.3475474,-3.600480133,148.00,148
640,490,Motherwell,1184,Forres,IV36 2GW,41,52,93,Yes,0,75,75,Yes,Quarterly,4,57.60785745,-3.63226555,168.00,168
641,590,Peterborough,684,Attleborough,NR17 2AG,60,33,93,Yes,75,0,75,Yes,Bi-monthly,6,52.51817383,1.015003525,143.00,143
642,590,Peterborough,1647,Oakham,LE15 6RQ,49,44,93,Yes,77,0,77,Yes,Quarterly,4,52.67373,-0.73494,144.33333333333334,144
643,590,Peterborough,1741,Beccles,NR34 9BN,53,40,93,Yes,95,0,95,Yes,Quarterly,4,52.4615967,1.5682789714285714,156.33333333333331,156
644,320,Southampton,1443,Shoreham,BN43 6RJ,45,49,94,Yes,0,73,73,Yes,Quarterly,4,50.8325544,-0.25818395,167.00,167
645,340,Doncaster,1265,SHE-Chesterfield Road,S8 0TW,47,47,94,Yes,26,85,111,Yes,Bi-monthly,6,53.3463,-1.4751,196.33333333333334,196
646,340,Doncaster,1530,HUL-Hedon Road,HU9 1AY,16,78,94,Yes,0,110,110,Yes,Bi-monthly,6,53.7474002,-0.3152316,204.00,204
647,340,Doncaster,1753,Barton-Upon-Humber,DN18 5LQ,45,49,94,Yes,0,87,87,Yes,Quarterly,4,53.6807459,-0.4539344,181.00,181
648,430,Exeter,1374,Dorchester,DT1 1XU,64,30,94,Yes,0,46,46,Yes,Quarterly,4,50.7187044,-2.4416781,140.00,140
649,430,Exeter,1568,Ringwood,BH24 3AS,70,24,94,Yes,0,48,48,Yes,Bi-monthly,6,50.83839703,-1.78353295,142.00,142
650,430,Exeter,2072,FER-Ringwood Rd,BH22 9BB,58,36,94,Yes,71,34,105,Yes,Quarterly,4,50.8111384,-1.87398325,175.33333333333334,175
651,460,Avonmouth,838,Gillingham,SP8 4QJ,39,55,94,Yes,0,91,91,Yes,Quarterly,4,51.03676165714286,-2.2710274,185.00,185
652,460,Avonmouth,2052,BRS-St Philips Causeway,BS2 0SP,21,73,94,Yes,0,96,96,Yes,Bi-monthly,6,51.44788655,-2.560217785,190.00,190
653,590,Peterborough,1898,Cambridge,CB5 8WR,34,60,94,Yes,95,0,95,Yes,Bi-monthly,6,52.20949155,0.146512313,157.33333333333331,157
654,250,Belvedere,1595,LON-Bermondsey,SE8 5AW,22,73,95,Yes,235,182,417,Yes,Bi-monthly,6,51.49033,-0.04374,433.66666666666663,434
655,300,Bridgend,1291,Treorchy,CF42 6EJ,35,60,95,Yes,0,70,70,Yes,Quarterly,4,51.6571111,-3.499268,165.00,165
656,340,Doncaster,1764,Mapplewell,S75 6DJ,36,59,95,Yes,0,58,58,Yes,Quarterly,4,53.5842211,-1.4870969,153.00,153
657,340,Doncaster,1994,BOL-Manchester Road,BL2 1HE,25,70,95,Yes,0,35,35,Yes,Quarterly,4,53.5668646,-2.417059967,130.00,130
658,490,Motherwell,1732,EKI-Town Centre,G74 1BX,20,75,95,Yes,0,74,74,Yes,Bi-monthly,6,55.7632277,-4.1720352,169.00,169
659,590,Peterborough,1840,NOT-Long Eaton,NG10 2AU,45,50,95,Yes,109,0,109,Yes,Quarterly,4,52.90028983,-1.262846195,167.66666666666669,168
660,220,Runcorn,850,Gwersyllt,LL11 4AP,6,90,96,Yes,0,37,37,Yes,Quarterly,4,53.0732645,-3.0188044,133.00,133
661,250,Belvedere,1454,LON-West Wickham,BR4 0RJ,46,50,96,Yes,60,91,151,Yes,Quarterly,4,51.3753281,-0.0125784,227.00,227
662,300,Bridgend,1547,Merthyr Tydfil,CF48 2TA,29,67,96,Yes,0,34,34,Yes,Quarterly,4,51.76803503333333,-3.338534,130.00,130
663,310,Northfleet,1457,Maldon,CM9 4LQ,69,27,96,Yes,124,0,124,Yes,Quarterly,4,51.73514281333333,0.6818785066666666,178.66666666666669,179
664,320,Southampton,1075,BAS-Worting Road,RG22 6PE,4,92,96,Yes,0,94,94,Yes,Quarterly,4,51.2627081,-1.1184172,190.00,190
665,340,Doncaster,836,ROT-Masborough Street,S60 1EX,38,58,96,Yes,0,140,140,Yes,Quarterly,4,53.4319354,-1.3628674,236.00,236
666,340,Doncaster,1788,SCU-Queensway,DN16 1BA,44,52,96,Yes,0,35,35,Yes,Quarterly,4,53.566994,-0.6227338,131.00,131
667,340,Doncaster,1827,MAN-Worsley,M30 8BW,19,77,96,Yes,0,50,50,Yes,Bi-monthly,6,53.4891149,-2.3702525,146.00,146
668,360,Wednesbury,2048,STO-Fenton,ST1 3EJ,54,42,96,Yes,0,62,62,Yes,Bi-monthly,6,53.01768,-2.17024,158.00,158
669,590,Peterborough,1537,Ripley,DE5 3DL,86,10,96,Yes,50,0,50,Yes,Bi-monthly,6,53.05202981764706,-1.404878912,129.33333333333334,129
670,590,Peterborough,1671,BOS-Westbridge Road,PE21 7JD,65,31,96,Yes,76,0,76,Yes,Quarterly,4,52.97116515,-0.0617626,146.66666666666666,147
671,590,Peterborough,1887,NOT-West Bridgford,NG2 7RN,66,30,96,Yes,48,143,191,Yes,Bi-monthly,6,52.92803188,-1.1471889,271.00,271
672,220,Runcorn,1705,Chorley - Preston Road,PR6 7EB,40,57,97,Yes,0,62,62,Yes,Quarterly,4,53.70558333076923,-2.639292923,159.00,159
673,250,Belvedere,1861,LON-Fulwell,TW2 5NT,38,59,97,Yes,0,168,168,Yes,Bi-monthly,6,51.4354389,-0.3505519,265.00,265
674,260,Newton Aycliffe,1622,Killingworth,NE12 6EN,58,39,97,Yes,26,21,47,Yes,Bi-monthly,6,55.0283584,-1.5747317,135.33333333333334,135
675,310,Northfleet,459,Hastings,TN37 6RA,59,38,97,Yes,108,0,108,Yes,Bi-monthly,6,50.8597786,0.5626447,169.00,169
676,430,Exeter,583,EXE-Alphington,EX2 8TT,0,97,97,Yes,34,34,68,Yes,Quarterly,4,50.7014196,-3.5311217,153.66666666666666,154
677,490,Motherwell,160,FAL-Carron,FK2 7TA,32,65,97,Yes,0,64,64,Yes,Bi-monthly,6,56.0170147,-3.7922439,161.00,161
678,590,Peterborough,1455,Melton Mowbray,LE13 1JA,46,51,97,Yes,66,0,66,Yes,Bi-monthly,6,52.7656,-0.8842,141.00,141
679,590,Peterborough,1480,Newark,NG24 3EZ,76,21,97,Yes,50,0,50,Yes,Bi-monthly,6,53.06068,-0.7874915,130.33333333333334,130
680,300,Bridgend,932,LLA-Morfa,SA15 2DP,46,52,98,Yes,0,47,47,Yes,Quarterly,4,51.6661516,-4.152527,145.00,145
681,320,Southampton,1742,Burgess Hill,RH15 8AB,33,65,98,Yes,0,80,80,Yes,Bi-monthly,6,50.96422658,-0.127530894,178.00,178
682,340,Doncaster,1092,SHE-Darnall,S9 5JA,28,70,98,Yes,0,61,61,Yes,Bi-monthly,6,53.3871038,-1.41008,159.00,159
683,360,Wednesbury,1733,Hinckley,LE10 0JX,33,65,98,Yes,0,68,68,Yes,Quarterly,4,52.5357,-1.3732,166.00,166
684,360,Wednesbury,1606,DER-Chellaston,DE73 1UD,21,77,98,Yes,0,50,50,Yes,Bi-monthly,6,52.8153,-1.4669,148.00,148
685,430,Exeter,1514,EXE-Wonford,EX2 6NF,77,21,98,Yes,0,95,95,Yes,Bi-monthly,6,50.71326794,-3.49878398,193.00,193
686,430,Exeter,1560,Bideford,EX39 3QU,51,47,98,Yes,0,54,54,Yes,Quarterly,4,51.0084963,-4.2349103,152.00,152
687,490,Motherwell,1642,Kirkcaldy,KY1 1SL,42,56,98,Yes,0,53,53,Yes,Quarterly,4,56.0974261,-3.1625142,151.00,151
688,590,Peterborough,1627,Haverhill,CB9 8QJ,68,30,98,Yes,90,0,90,Yes,Quarterly,4,52.0877,0.4446,158.00,158
689,260,Newton Aycliffe,1119,DRL-Yarm Road,DL1 1BA,24,75,99,Yes,0,58,58,Yes,Bi-monthly,6,54.522696,-1.5249539,157.00,157
690,260,Newton Aycliffe,1567,LEE-Stanningley,LS28 6EX,27,72,99,Yes,0,79,79,Yes,Bi-monthly,6,53.80607,-1.66329,178.00,178
691,260,Newton Aycliffe,1721,BRA-Eccleshill,BD2 3SP,42,57,99,Yes,0,52,52,Yes,Bi-monthly,6,53.8164762,-1.7175579,151.00,151
692,300,Bridgend,1852,GLO-Newhaven Road,GL2 2SN,47,52,99,Yes,126,25,151,Yes,Bi-monthly,6,51.82036746666667,-2.275834633,208.00,208
693,320,Southampton,869,Fareham,PO14 1TL,30,69,99,Yes,0,76,76,Yes,Quarterly,4,50.83626,-1.18283,175.00,175
694,590,Peterborough,1584,LOW-Peto Way,NR32 2ED,66,33,99,Yes,98,0,98,Yes,Quarterly,4,52.47758130909091,1.733796940909091,164.33333333333331,164
695,310,Northfleet,607,Eastbourne,BN23 6NJ,77,23,100,Yes,63,0,63,Yes,Quarterly,4,50.7892796,0.3093286,142.00,142
696,310,Northfleet,1388,LON-Dagenham Heathway,RM10 8QS,53,47,100,Yes,141,0,141,Yes,Bi-monthly,6,51.54156806666667,0.1483517333333333,194.00,194
697,340,Doncaster,1524,Glossop,SK13 8HS,27,73,100,Yes,0,95,95,Yes,Quarterly,4,53.4425228,-1.9477665,195.00,195
698,340,Doncaster,1573,HUL-Willerby,HU10 6DP,46,54,100,Yes,0,47,47,Yes,Quarterly,4,53.763201,-0.45787155,147.00,147
699,360,Wednesbury,1953,BUR-Lichfield Street,DE14 3RH,34,66,100,Yes,0,103,103,Yes,Bi-monthly,6,52.7994724,-1.6350587,203.00,203
700,430,Exeter,1620,St Austell,PL25 3HS,70,30,100,Yes,40,20,60,Yes,Bi-monthly,6,50.34152,-4.76115,146.66666666666666,147
701,460,Avonmouth,19,Stourport,DY13 8YJ,46,54,100,Yes,0,46,46,Yes,Bi-monthly,6,52.3422366,-2.27663245,146.00,146
702,460,Avonmouth,738,Cirencester,GL7 1YG,26,74,100,Yes,0,45,45,Yes,Quarterly,4,51.70500751639344,-1.960937411,145.00,145
703,460,Avonmouth,1700,Droitwich,WR9 9RB,28,72,100,Yes,0,70,70,Yes,Bi-monthly,6,52.2732017,-2.1561811,170.00,170
704,460,Avonmouth,1896,WOR-Droitwich Road,WR3 7JU,40,60,100,Yes,0,60,60,Yes,Quarterly,4,52.2161612,-2.2204701,160.00,160
705,490,Motherwell,1226,Fort William,PH33 6XZ,30,70,100,Yes,0,50,50,Yes,Quarterly,4,56.82269,-5.09846,150.00,150
706,490,Motherwell,1699,MOT-Windmillhill Street,ML1 1RY,52,48,100,Yes,0,40,40,Yes,Bi-monthly,6,55.7852258,-3.9817595,140.00,140
707,490,Motherwell,1704,DUN-Kingsway East,DD4 7FF,58,42,100,Yes,0,130,130,Yes,Quarterly,4,56.4770463,-2.9329396,230.00,230
708,590,Peterborough,1403,Thetford,IP24 3RS,65,35,100,Yes,70,0,70,Yes,Quarterly,4,12.91557011820366,77.57826387,146.66666666666669,147
709,220,Runcorn,1905,PRE-Eastway Hub,PR2 3LT,48,53,101,Yes,90,66,156,Yes,Bi-monthly,6,53.7973707,-2.7257699,227.00,227
710,300,Bridgend,63,Tredegar,NP22 3RF,71,30,101,Yes,0,78,78,Yes,Bi-monthly,6,51.7758768,-3.2466068,179.00,179
711,300,Bridgend,2013,SWA-Gorseinon Road,SA4 9GE,47,54,101,Yes,0,56,56,Yes,Quarterly,4,51.6674771,-4.016787,157.00,157
712,340,Doncaster,1557,Thorne,DN8 5BT,30,71,101,Yes,0,75,75,Yes,Quarterly,4,53.61385,-0.96138,176.00,176
713,490,Motherwell,1059,Peterhead,AB42 1RG,64,37,101,Yes,0,52,52,Yes,Quarterly,4,57.511515,-1.804974667,153.00,153
714,490,Motherwell,1564,Hawick,TD9 7DS,50,51,101,Yes,0,111,111,Yes,Quarterly,4,55.4246644,-2.7902248,212.00,212
715,220,Runcorn,1341,WIG-Pemberton,WN5 8BQ,55,47,102,Yes,0,56,56,Yes,Bi-monthly,6,53.5344932,-2.6759556,158.00,158
716,260,Newton Aycliffe,1731,NEW-Lemington,NE15 8AW,36,66,102,Yes,75,35,110,Yes,Quarterly,4,54.9755602,-1.7106679,187.00,187
717,300,Bridgend,1447,CAR-Pentwyn,CF23 8HA,60,42,102,Yes,0,74,74,Yes,Bi-monthly,6,51.5295603,-3.1375723,176.00,176
718,300,Bridgend,1999,ABD-Ffordd Tirwaun,CF44 0AH,42,60,102,Yes,0,60,60,Yes,Quarterly,4,51.70193825,-3.4200166,162.00,162
719,340,Doncaster,158,Irlam,M44 6BA,55,47,102,Yes,0,49,49,Yes,Quarterly,4,53.43996745,-2.41990645,151.00,151
720,460,Avonmouth,899,WOR-Ronkswood,WR5 1HG,35,67,102,Yes,0,70,70,Yes,Quarterly,4,52.195014771428575,-2.202972571,172.00,172
721,460,Avonmouth,1586,SWI-Bright Street,SN2 8DA,34,68,102,Yes,65,42,107,Yes,Bi-monthly,6,51.57193545,-1.77539025,187.33333333333331,187
722,460,Avonmouth,1868,Shaftesbury,SP7 8TL,30,72,102,Yes,208,54,262,Yes,Quarterly,4,51.0073233,-2.1917349,294.6666666666667,295
723,600,Luton,1655,NTH-Weedon Road,NN5 5DF,29,73,102,Yes,0,104,104,Yes,Quarterly,4,24.81182715,87.79593584343027,206.00,206
724,600,Luton,1993,NTH-Harlestone Road,NN5 7UG,32,70,102,Yes,0,63,63,Yes,Quarterly,4,52.2348,-0.9537,165.00,165
725,300,Bridgend,673,Risca,NP11 6AW,36,67,103,Yes,0,58,58,Yes,Quarterly,4,51.6049769,-3.097735329,161.00,161
726,300,Bridgend,1531,SWA-Trallwn Road,SA7 9WL,33,70,103,Yes,0,55,55,Yes,Quarterly,4,51.6518001,-3.8919738,158.00,158
727,340,Doncaster,1493,DON-Askern Road,DN5 0EW,44,59,103,Yes,0,48,48,Yes,Bi-monthly,6,53.54994903333333,-1.147272267,151.00,151
728,340,Doncaster,1745,MAN-Stretford,M32 0FF,22,81,103,Yes,0,73,73,Yes,Bi-monthly,6,53.45845,-2.2948,176.00,176
729,460,Avonmouth,198,Midsomer Norton,BA3 2DL,58,45,103,Yes,0,32,32,Yes,Quarterly,4,51.28846395,-2.47877975,135.00,135
730,490,Motherwell,1549,ABE-Bucksburn,AB21 9LZ,35,68,103,Yes,0,72,72,Yes,Quarterly,4,57.17948315,-2.17645665,175.00,175
731,590,Peterborough,1501,NOT-Bingham,NG13 8GF,66,37,103,Yes,45,100,145,Yes,Bi-monthly,6,52.9549118,-0.957538,233.00,233
732,220,Runcorn,2024,LIV-Garston,L19 2NJ,40,64,104,Yes,0,56,56,Yes,Bi-monthly,6,53.35382532,-2.89859866,160.00,160
733,300,Bridgend,444,Pembroke Dock,SA72 6TR,40,64,104,Yes,0,35,35,Yes,Quarterly,4,51.697058,-4.9398998,139.00,139
734,300,Bridgend,1050,Newtown,SY16 1ET,50,54,104,Yes,0,52,52,Yes,Quarterly,4,52.5099558,-3.319498,156.00,156
735,300,Bridgend,1587,Pontardawe,SA8 4AG,43,61,104,Yes,108,21,129,Yes,Bi-monthly,6,51.7177604,-3.851837933,197.00,197
736,340,Doncaster,25,SHE-Stocksbridge,S36 1DJ,54,50,104,Yes,0,88,88,Yes,Quarterly,4,53.4814016,-1.5908573,192.00,192
737,340,Doncaster,1417,Holmfirth,HD9 3TN,42,62,104,Yes,2,99,101,Yes,Quarterly,4,53.5842,-1.7878,204.33333333333334,204
738,490,Motherwell,1809,Giffnock,G46 6XN,57,47,104,Yes,0,80,80,Yes,Bi-monthly,6,55.8055928,-4.2949605,184.00,184
739,260,Newton Aycliffe,1386,YRK-Thanet Road,YO24 2PE,49,56,105,Yes,0,54,54,Yes,Bi-monthly,6,53.9441919,-1.120947,159.00,159
740,310,Northfleet,1585,Polegate,BN26 6HX,81,24,105,Yes,104,0,104,Yes,Quarterly,4,50.81998,0.27217,174.33333333333334,174
741,360,Wednesbury,883,Middlewich,CW10 9ET,48,57,105,Yes,0,129,129,Yes,Quarterly,4,53.19416845,-2.4520985,234.00,234
742,430,Exeter,1487,Newquay,TR7 2BB,65,40,105,Yes,0,127,127,Yes,Quarterly,4,50.40229795,-5.06243465,232.00,232
743,460,Avonmouth,1855,Abingdon,OX14 1TP,52,53,105,Yes,53,57,110,Yes,Bi-monthly,6,51.6695408,-1.3052439,197.33333333333331,197
744,490,Motherwell,1497,DUN-Macalpine Road,DD3 9HT,32,73,105,Yes,0,55,55,Yes,Bi-monthly,6,56.49202535,-3.00785768,160.00,160
745,490,Motherwell,1995,GLA-Robroyston Retail Park,G33 1AQ,50,55,105,Yes,0,94,94,Yes,Quarterly,4,55.89114,-4.18254,199.00,199
746,220,Runcorn,477,Maghull,L31 5JA,55,51,106,Yes,0,32,32,Yes,Quarterly,4,53.5009368,-2.9449247,138.00,138
747,220,Runcorn,1582,Porthmadog,LL49 9NY,46,60,106,Yes,22,107,129,Yes,Quarterly,4,52.9286079,-4.1369588,227.66666666666666,228
748,290,Enfield,1751,LON-Shepherd's Bush Green,W12 8PP,14,92,106,Yes,151,191,342,Yes,Monthly,12,51.50357395,-0.2187042,397.66666666666663,398
749,460,Avonmouth,407,Frome,BA11 1RX,84,22,106,Yes,0,103,103,Yes,Bi-monthly,6,51.2292776,-2.3168417,209.00,209
750,490,Motherwell,1519,Oban,PA34 4HY,36,70,106,Yes,0,98,98,Yes,Bi-monthly,6,56.40862,-5.47017,204.00,204
751,220,Runcorn,1361,BOL-Westhoughton,BL5 3YY,33,74,107,Yes,0,49,49,Yes,Quarterly,4,53.5472229,-2.5279872,156.00,156
752,260,Newton Aycliffe,1552,Houghton-le-Spring,DH4 4BJ,32,75,107,Yes,10,155,165,Yes,Monthly,12,54.8441221,-1.4704963,268.6666666666667,269
753,300,Bridgend,1668,SWA-Sway Road,SA6 6JA,45,62,107,Yes,70,63,133,Yes,Bi-monthly,6,51.66901033,-3.92212409,216.66666666666669,217
754,320,Southampton,1941,GLD-Woodbridge Road,GU1 1EE,25,82,107,Yes,176,55,231,Yes,Monthly,12,51.2484025,-0.5828504,279.3333333333333,279
755,460,Avonmouth,1757,BRS-Patchway,BS34 5WG,28,79,107,Yes,65,101,166,Yes,Bi-monthly,6,51.5248772,-2.5756873,251.33333333333331,251
756,460,Avonmouth,1825,Witney-New Close Lane,OX28 4TT,50,57,107,Yes,0,162,162,Yes,Bi-monthly,6,51.77426195,-1.4925707,269.00,269
757,260,Newton Aycliffe,1808,Northallerton,DL6 1,35,73,108,Yes,0,108,108,Yes,Quarterly,4,54.3386,-1.4332,216.00,216
758,340,Doncaster,1562,LIN-North Hykeham,LN6 8RA,36,72,108,Yes,0,72,72,Yes,Quarterly,4,53.193907,-0.5839347,180.00,180
759,340,Doncaster,1619,LEE-Garforth,LS25 2JY,57,51,108,Yes,0,73,73,Yes,Quarterly,4,53.79817633,-1.3797735,181.00,181
760,430,Exeter,1240,Helston,TR13 0SF,46,62,108,Yes,0,95,95,Yes,Quarterly,4,50.1118,-5.2677,203.00,203
761,430,Exeter,1331,Exmouth,EX8 4FG,76,32,108,Yes,0,104,104,Yes,Quarterly,4,50.6289917,-3.3814102,212.00,212
762,490,Motherwell,1423,Kirkintilloch,G66 1SY,48,60,108,Yes,0,35,35,Yes,Quarterly,4,55.94340045,-4.1552587,143.00,143
763,490,Motherwell,1545,STI-Players Road,FK7 7SH,35,73,108,Yes,0,71,71,Yes,Bi-monthly,6,56.1151,-3.9267,179.00,179
764,260,Newton Aycliffe,1225,Shelf,HX3 7QY,49,60,109,Yes,0,84,84,Yes,Quarterly,4,53.75646,-1.8091,193.00,193
765,260,Newton Aycliffe,1617,SSH-Tyne Dock,NE34 0AT,45,64,109,Yes,19,42,61,Yes,Bi-monthly,6,54.9730026,-1.4400277,163.66666666666666,164
766,310,Northfleet,1869,SOS-Campfield Road,SS3 9FT,83,26,109,Yes,112,0,112,Yes,Bi-monthly,6,51.52958,0.78554,183.66666666666669,184
767,320,Southampton,1643,WTR-Elettra Avenue,PO7 7XS,28,81,109,Yes,0,78,78,Yes,Bi-monthly,6,50.8616,-1.0335,187.00,187
768,320,Southampton,1937,Bognor Regis,PO22 9FJ,52,57,109,Yes,0,152,152,Yes,Quarterly,4,50.8065347,-0.6639962,261.00,261
769,430,Exeter,1173,Falmouth,TR10 8AB,71,38,109,Yes,0,101,101,Yes,Bi-monthly,6,50.1651545,-5.0903554,210.00,210
770,460,Avonmouth,455,Burnham,TA8 1EL,64,45,109,Yes,60,42,102,Yes,Bi-monthly,6,51.2365393,-2.9937061,191.00,191
771,460,Avonmouth,1903,SWI-The Orbital Shopping Park,SN25 4AN,52,57,109,Yes,48,44,92,Yes,Bi-monthly,6,51.59724161785714,-1.807037279,185.00,185
772,590,Peterborough,1041,Kettering,NN16 8AR,48,61,109,Yes,31,0,31,Yes,Bi-monthly,6,52.40038236666667,-0.7344703,129.66666666666666,130
773,220,Runcorn,928,Wallasey,CH45 8LN,50,60,110,Yes,0,60,60,Yes,Bi-monthly,6,53.4207709,-3.0762841,170.00,170
774,260,Newton Aycliffe,1520,Crook,DL15 8ND,51,59,110,Yes,32,45,77,Yes,Quarterly,4,54.713234,-1.7456898,176.33333333333334,176
775,300,Bridgend,1571,GLO-Bristol Rd,GL1 5TE,57,53,110,Yes,45,24,69,Yes,Quarterly,4,51.8501771,-2.25916545,164.00,164
776,320,Southampton,1806,Chichester,PO19 6EX,20,90,110,Yes,0,68,68,Yes,Quarterly,4,50.8431934,-0.7611915,178.00,178
777,340,Doncaster,1429,BURY,BL8 2EQ,36,74,110,Yes,0,58,58,Yes,Bi-monthly,6,53.59322,-2.31205,168.00,168
778,360,Wednesbury,1936,TAM-Ninian Way,B77 5GZ,28,82,110,Yes,0,79,79,Yes,Quarterly,4,52.60751333333333,-1.6739791,189.00,189
779,430,Exeter,1473,TAU-Castle Street,TA1 4BG,68,42,110,Yes,0,63,63,Yes,Quarterly,4,51.0147168,-3.1107527,173.00,173
780,460,Avonmouth,1267,Melksham,SN12 8AB,60,50,110,Yes,0,120,120,Yes,Quarterly,4,51.3769753,-2.1410737,230.00,230
781,460,Avonmouth,1553,BRS-Kingswood,BS15 8JD,44,66,110,Yes,107,158,265,Yes,Monthly,12,51.4613132,-2.5102314,339.33333333333337,339
