,Region,Region Name,Store,Store Name,Store Postcode,Small Trolley,Large Trolley,Total Trolleys,Trolleys (Y/N),Handheld Basket,Rollable Basket,Total Baskets,Baskets (Y/N),Frequency of Basket Clean,Total per Annum,Latitude,Longitude,Estimated Cleaning Time,Cleaning Time
429,320,Southampton,1949,Hedge End,SO30 2UH,18,56,74,Yes,0,52,52,Yes,Bi-monthly,6,50.9233243,-1.312799138,126.00,126
430,320,Southampton,2015,Farnborough,GU14 7QJ,21,53,74,Yes,0,81,81,Yes,Quarterly,4,51.28916,-0.76132,155.00,155
431,340,Doncaster,1220,BOL-Central,BL3 6JR,19,55,74,Yes,0,40,40,Yes,Quarterly,4,53.57091844,-2.43838758,114.00,114
432,340,Doncaster,1294,Halifax,HX3 6ED,24,50,74,Yes,0,32,32,Yes,Bi-monthly,6,53.72948155,-1.86299345,106.00,106
433,360,Wednesbury,281,LEI-Loughborough,LE4 5PN,26,48,74,Yes,0,65,65,Yes,Quarterly,4,52.6611363,-1.1243446,139.00,139
434,360,Wednesbury,1914,LEI-Oadby,LE2 4LA,35,39,74,Yes,0,94,94,Yes,Bi-monthly,6,52.5999335,-1.0810073,168.00,168
435,360,Wednesbury,587,DER-Normanton Road,DE23 6UQ,26,48,74,Yes,0,65,65,Yes,Bi-monthly,6,52.91435673333333,-1.478320542,139.00,139
436,360,Wednesbury,1881,BIR-Sutton Road,B23 6GU,16,58,74,Yes,0,82,82,Yes,Monthly,12,52.52105,-1.85243,156.00,156
437,460,Avonmouth,1957,SWI-Greenbridge Retail Park,SN3 3SG,43,31,74,Yes,0,207,207,Yes,Bi-monthly,6,51.57147283846154,-1.754126485,281.00,281
438,490,Motherwell,161,EDI-Granton,EH5 1PE,21,53,74,Yes,0,50,50,Yes,Bi-monthly,6,55.9788035,-3.2347777,124.00,124
439,490,Motherwell,958,Montrose,DD10 9BP,25,49,74,Yes,0,70,70,Yes,Quarterly,4,56.7227873,-2.467099,144.00,144
440,490,Motherwell,1322,Penicuik,EH26 8LE,36,38,74,Yes,4,60,64,Yes,Bi-monthly,6,55.8276212,-3.220755367,136.66666666666666,137
441,490,Motherwell,1725,Paisley North,PA3 4BF,13,61,74,Yes,0,103,103,Yes,Bi-monthly,6,55.8501004,-4.417710133,177.00,177
442,490,Motherwell,1938,FAL-Arnot Street,FK1 1YG,24,50,74,Yes,0,104,104,Yes,Bi-monthly,6,55.9970009,-3.7785177,178.00,178
443,220,Runcorn,1297,Pwllheli,LL53 5NU,20,55,75,Yes,35,20,55,Yes,Quarterly,4,52.8823074,-4.421045,118.33333333333334,118
444,220,Runcorn,1405,Runcorn,WA7 2XP,28,47,75,Yes,0,50,50,Yes,Quarterly,4,53.33008015,-2.69885025,125.00,125
445,250,Belvedere,827,LON-Eltham,SE9 1TQ,26,49,75,Yes,130,35,165,Yes,Monthly,12,51.45110633333333,0.055200133,196.66666666666666,197
446,250,Belvedere,1913,LON-Bromley North,BR1 5AJ,20,55,75,Yes,110,59,169,Yes,Bi-monthly,6,51.4211173,0.0210739,207.33333333333331,207
447,260,Newton Aycliffe,1028,Bishop Auckland,DL14 9AB,28,47,75,Yes,0,46,46,Yes,Quarterly,4,54.6410592,-1.696971667,121.00,121
448,300,Bridgend,1873,SWA-New Cut Road,SA1 2AA,27,48,75,Yes,42,98,140,Yes,Bi-monthly,6,51.62388555,-3.939033825,201.00,201
449,310,Northfleet,1883,GRE-Coldharbour Road,DA11 8AB,64,11,75,Yes,67,0,67,Yes,Bi-monthly,6,51.41909734,0.35723535,119.66666666666667,120
450,310,Northfleet,1932,Tunbridge Wells,TN2 5QL,43,32,75,Yes,70,0,70,Yes,Quarterly,4,51.12380581428571,0.2559184,121.66666666666667,122
451,340,Doncaster,1110,DEW - Commercial Rd,WF13 2BD,23,52,75,Yes,5,77,82,Yes,Bi-monthly,6,53.69513995,-1.63185245,155.33333333333334,155
452,340,Doncaster,1185,MAN-Denton,M34 3LJ,20,55,75,Yes,0,62,62,Yes,Bi-monthly,6,53.4564239,-2.1160513,137.00,137
453,340,Doncaster,1777,Littleborough,OL15 8YJ,29,46,75,Yes,0,119,119,Yes,Bi-monthly,6,53.6431619,-2.102499,194.00,194
454,460,Avonmouth,350,BRS-Bedminster,BS3 4EG,42,33,75,Yes,0,49,49,Yes,Bi-monthly,6,51.43880973333333,-2.600652,124.00,124
455,490,Motherwell,173,MOT-Wishaw,ML2 7JF,30,45,75,Yes,0,87,87,Yes,Quarterly,4,55.7760375,-3.9213421,162.00,162
456,490,Motherwell,481,ABE-Mastrick,AB15 6HY,35,40,75,Yes,2,56,58,Yes,Bi-monthly,6,57.1518255,-2.1618121,132.33333333333334,132
457,490,Motherwell,1311,Stevenston,KA20 3JL,40,35,75,Yes,0,71,71,Yes,Quarterly,4,55.6387085,-4.7617592,146.00,146
458,590,Peterborough,844,Clacton-on-Sea,CO15 3BN,57,18,75,Yes,69,0,69,Yes,Quarterly,4,51.7926261,1.1471987,121.00,121
459,250,Belvedere,602,LON-Brixton,SW2 5TN,35,41,76,Yes,40,86,126,Yes,Monthly,12,51.4592722,-0.1238908,188.66666666666666,189
460,250,Belvedere,877,LON-Thornton Heath,CR7 6AW,39,37,76,Yes,87,111,198,Yes,Monthly,12,51.39528205,-0.11406545,245.00,245
461,250,Belvedere,1407,LON-Locksbottom,BR6 8NW,35,41,76,Yes,38,11,49,Yes,Quarterly,4,51.36787194,0.05589534,112.33333333333333,112
462,260,Newton Aycliffe,203,Morpeth,NE61 1PA,18,58,76,Yes,36,10,46,Yes,Bi-monthly,6,55.16863698,-1.68678465,110.00,110
463,260,Newton Aycliffe,1064,BRA-Manchester Road,BD5 7QA,32,44,76,Yes,0,48,48,Yes,Bi-monthly,6,53.7821208,-1.7595383,124.00,124
464,260,Newton Aycliffe,1254,Spennymoor,DL16 6DF,31,45,76,Yes,0,40,40,Yes,Quarterly,4,54.6980087,-1.601389667,116.00,116
465,310,Northfleet,1413,Sevenoaks,TN13 2JD,47,29,76,Yes,63,0,63,Yes,Quarterly,4,51.2790941,0.1775910666666666,118.00,118
466,310,Northfleet,1755,Herne Bay,CT6 8NZ,54,22,76,Yes,64,0,64,Yes,Bi-monthly,6,51.36425,1.10806,118.66666666666666,119
467,320,Southampton,578,Bordon,GU35 0TN,23,53,76,Yes,10,150,160,Yes,Quarterly,4,51.10901323333333,-0.858281633,232.66666666666666,233
468,340,Doncaster,1509,Knottingley,WF11 8EE,28,48,76,Yes,0,135,135,Yes,Quarterly,4,53.7088275,-1.2479263,211.00,211
469,340,Doncaster,1701,CHE-Chatsworth Road,S40 2BJ,25,51,76,Yes,0,155,155,Yes,Bi-monthly,6,39.23084581354726,117.19291472152992,231.00,231
470,340,Doncaster,2032,Castleford,WF10 4RW,25,51,76,Yes,0,54,54,Yes,Quarterly,4,53.71330878,-1.334485175,130.00,130
471,360,Wednesbury,1301,Cradley Heath,B64 5AB,30,46,76,Yes,0,30,30,Yes,Quarterly,4,52.4704841,-2.0868006,106.00,106
472,360,Wednesbury,1963,STO-Burslem,ST6 4HR,25,51,76,Yes,0,43,43,Yes,Quarterly,4,53.05091,-2.19992,119.00,119
473,430,Exeter,1084,Weymouth,DT3 5EF,56,20,76,Yes,0,72,72,Yes,Quarterly,4,50.6284652,-2.4595699,148.00,148
474,490,Motherwell,424,GLA-Baillieston,G69 6AH,19,57,76,Yes,0,62,62,Yes,Quarterly,4,55.8512046,-4.1080571,138.00,138
475,590,Peterborough,1565,NOT-Sandiacre,NG10 5BE,52,24,76,Yes,44,12,56,Yes,Bi-monthly,6,52.9221233,-1.2868024,117.33333333333333,117
476,600,Luton,1490,STN-Great North Road,PE19 8EN,39,37,76,Yes,0,38,38,Yes,Quarterly,4,52.208628360000006,-0.29063736,114.00,114
477,220,Runcorn,534,WAR-Latchford,WA4 1LJ,30,47,77,Yes,0,55,55,Yes,Bi-monthly,6,53.38109672857143,-2.561498893,132.00,132
478,220,Runcorn,1897,LIV-Park Hill Road,L8 4UE,36,41,77,Yes,0,67,67,Yes,Bi-monthly,6,53.38415,-2.96396,144.00,144
479,250,Belvedere,1849,LON-St Mary Cray,BR5 3AE,21,56,77,Yes,0,83,83,Yes,Bi-monthly,6,51.40071435,0.1124552,160.00,160
480,260,Newton Aycliffe,1716,HAR-Teesbay,TS25 1XJ,27,50,77,Yes,0,123,123,Yes,Quarterly,4,54.6668782,-1.2083102,200.00,200
481,340,Doncaster,1233,MAN-Harpurhey,M9 4DA,10,67,77,Yes,108,34,142,Yes,Bi-monthly,6,53.51239885,-2.2093848,183.00,183
482,340,Doncaster,1406,Brigg,DN20 8AR,27,50,77,Yes,0,56,56,Yes,Quarterly,4,53.5568277,-0.49643105,133.00,133
483,490,Motherwell,1158,Dingwall,IV15 9JZ,36,41,77,Yes,0,48,48,Yes,Quarterly,4,57.596902033333336,-4.427227883,125.00,125
484,590,Peterborough,1040,Sleaford,NG34 7AQ,57,20,77,Yes,70,0,70,Yes,Quarterly,4,53.0046288,-0.4133386,123.66666666666667,124
485,590,Peterborough,1128,NOT-Beeston,NG9 2NG,43,34,77,Yes,93,0,93,Yes,Bi-monthly,6,52.92834947857143,-1.2173666,139.00,139
486,590,Peterborough,1625,PET-Lincoln Road,PE4 6LA,39,38,77,Yes,85,0,85,Yes,Quarterly,4,52.6080344,-0.2772987,133.66666666666669,134
487,590,Peterborough,1626,NOR-Aylsham Road,NR3 2RY,50,27,77,Yes,110,0,110,Yes,Bi-monthly,6,52.6506493,1.2808569142857145,150.33333333333331,150
488,250,Belvedere,1179,LON-Norbury,SW16 3LH,34,44,78,Yes,42,90,132,Yes,Bi-monthly,6,51.414364,-0.123631,196.00,196
489,260,Newton Aycliffe,1624,SUN-North Hylton Road,SR5 3FF,39,39,78,Yes,58,18,76,Yes,Bi-monthly,6,54.92171,-1.42828,134.66666666666666,135
490,300,Bridgend,1234,NPT-Usk Way,NP20 2AE,13,65,78,Yes,20,25,45,Yes,Bi-monthly,6,51.58367478181818,-2.9889344,116.33333333333333,116
491,310,Northfleet,1878,Ditton,ME20 6DF,52,26,78,Yes,78,0,78,Yes,Quarterly,4,51.2911,0.5022,130.00,130
492,320,Southampton,1946,BRT-Old Shoreham Road,BN3 7PN,19,59,78,Yes,107,84,191,Yes,Bi-monthly,6,50.83831415,-0.17366485,233.33333333333334,233
493,340,Doncaster,1628,Mablethorpe,LN12 1DP,41,37,78,Yes,13,70,83,Yes,Bi-monthly,6,53.33929106666667,0.2566240666666666,156.66666666666666,157
494,430,Exeter,871,PLY-Transit,PL5 3TW,53,25,78,Yes,0,51,51,Yes,Quarterly,4,50.4108006,-4.1504089,129.00,129
495,490,Motherwell,1602,GLA-Yoker,G81 1BN,38,40,78,Yes,0,17,17,Yes,Bi-monthly,6,55.8917338,-4.3856345,95.00,95
496,220,Runcorn,1802,Skelmersdale,WN8 6,17,62,79,Yes,0,82,82,Yes,Quarterly,4,53.5463,-2.7484,161.00,161
497,220,Runcorn,2059,WAR-Burtonwood Road,WA5 3ZT,34,45,79,Yes,0,60,60,Yes,Bi-monthly,6,53.4071916,-2.6467117,139.00,139
498,250,Belvedere,34,LON-Streatham,SW16 1BB,33,46,79,Yes,36,55,91,Yes,Monthly,12,51.43135908,-0.1295608,158.00,158
499,260,Newton Aycliffe,969,Ashington,NE63 9AQ,17,62,79,Yes,0,33,33,Yes,Quarterly,4,55.18567135,-1.5668938,112.00,112
500,290,Enfield,275,LON-Limehouse,E14 7DL,23,56,79,Yes,16,180,196,Yes,Monthly,12,51.5125919,-0.028225955,269.6666666666667,270
501,320,Southampton,1343,Crawley,RH10 1NP,32,47,79,Yes,0,48,48,Yes,Bi-monthly,6,51.1184503,-0.1626296,127.00,127
502,340,Doncaster,1026,LEE-Halton,LS15 0DL,24,55,79,Yes,0,70,70,Yes,Bi-monthly,6,53.7955113,-1.4715576,149.00,149
503,360,Wednesbury,1346,Newcastle Under Lyme,ST5 2RS,18,61,79,Yes,0,62,62,Yes,Quarterly,4,53.01199753333333,-2.231293467,141.00,141
504,360,Wednesbury,1032,WOL-Fallings Park,WV11 1BQ,29,50,79,Yes,0,164,164,Yes,Bi-monthly,6,52.6138894,-2.0967355,243.00,243
505,460,Avonmouth,1408,Portishead,BS20 7DE,23,56,79,Yes,0,71,71,Yes,Bi-monthly,6,51.48576429,-2.76513355,150.00,150
506,590,Peterborough,1648,NOT-Bulwell,NG6 8EQ,67,12,79,Yes,53,0,53,Yes,Bi-monthly,6,53.00358178,-1.1939086,114.33333333333333,114
507,600,Luton,533,BED-Lurke Street,MK40 3HY,64,15,79,Yes,0,0,0,No,Monthly,12,52.1382031,-0.4662557,79.00,79
508,220,Runcorn,729,PRE-West Strand,PR1 8UY,40,40,80,Yes,0,50,50,Yes,Bi-monthly,6,53.76135058888888,-2.719594167,130.00,130
509,220,Runcorn,1063,LIV-Kensington,L7 2RN,51,29,80,Yes,0,95,95,Yes,Monthly,12,53.41181328,-2.9461234,175.00,175
510,250,Belvedere,756,LON-Woolwich,SE18 6LW,20,60,80,Yes,87,96,183,Yes,Monthly,12,51.492653,0.0660093,234.00,234
511,260,Newton Aycliffe,2060,STK-Norton,TS20 2RZ,30,50,80,Yes,0,65,65,Yes,Bi-monthly,6,54.58749,-1.30877,145.00,145
512,290,Enfield,1422,LON-South Ruislip,HA4 0QQ,38,42,80,Yes,0,82,82,Yes,Bi-monthly,6,51.5576969,-0.3840902,162.00,162
513,300,Bridgend,420,HER-Retail Park,HR1 2BQ,23,57,80,Yes,0,84,84,Yes,Quarterly,4,52.0591193,-2.70593555,164.00,164
514,340,Doncaster,454,BOL-Crompton,BL1 8TH,37,43,80,Yes,0,36,36,Yes,Quarterly,4,53.6015833,-2.4313112,116.00,116
515,340,Doncaster,1665,Gainsborough,DN21 2ER,19,61,80,Yes,0,128,128,Yes,Bi-monthly,6,53.39860466,-0.77349822,208.00,208
516,360,Wednesbury,1462,LEI-Fosse Road North,LE3 5EZ,46,34,80,Yes,0,76,76,Yes,Bi-monthly,6,52.6396691,-1.1528172,156.00,156
517,360,Wednesbury,1727,South Wigston,LE18 4SE,13,67,80,Yes,0,87,87,Yes,Quarterly,4,52.58147598,-1.1265809,167.00,167
518,360,Wednesbury,1079,BIR-Sutton Coldfield,B73 5AB,36,44,80,Yes,0,47,47,Yes,Quarterly,4,52.54816215454546,-1.860125564,127.00,127
519,360,Wednesbury,1729,Wilmslow,SK9 2TA,17,63,80,Yes,0,184,184,Yes,Bi-monthly,6,53.33690895,-2.2159619,264.00,264
520,360,Wednesbury,1135,Willenhall,WV13 2BU,28,52,80,Yes,0,38,38,Yes,Quarterly,4,52.5823494,-2.0574857,118.00,118
521,430,Exeter,1349,Bodmin,PL31 2AA,45,35,80,Yes,0,36,36,Yes,Quarterly,4,50.4709378,-4.7138844,116.00,116
522,430,Exeter,1370,Crewkerne,TA18 7LU,25,55,80,Yes,0,62,62,Yes,Quarterly,4,50.884394,-2.7947141,142.00,142
523,460,Avonmouth,1675,BRS-Lawrence Weston,BS11 0PZ,39,41,80,Yes,35,107,142,Yes,Bi-monthly,6,51.50246478,-2.65669924,210.33333333333334,210
524,490,Motherwell,419,Forfar,DD8 3JA,35,45,80,Yes,0,72,72,Yes,Quarterly,4,56.64700021,-2.891677675,152.00,152
525,490,Motherwell,1162,Kirkwall,KW15 1RP,28,52,80,Yes,0,125,125,Yes,Quarterly,4,58.9814969,-2.9690851,205.00,205
526,590,Peterborough,280,March,PE15 8AN,60,20,80,Yes,48,0,48,Yes,Quarterly,4,52.55172683333333,0.085725567,112.00,112
527,590,Peterborough,1546,Halstead,CO9 1HJ,65,15,80,Yes,75,0,75,Yes,Bi-monthly,6,51.9427872,0.6342288,130.00,130
528,250,Belvedere,821,LON-Lewisham,SE13 5PR,42,39,81,Yes,60,85,145,Yes,Monthly,12,51.45940941111111,-0.003855967,206.00,206
529,260,Newton Aycliffe,1640,LEE-Gipton,LS9 6SR,33,48,81,Yes,39,41,80,Yes,Bi-monthly,6,53.81271,-1.49496,148.00,148
530,290,Enfield,570,LON-Cricklewood,NW2 6ND,0,81,81,Yes,180,110,290,Yes,Monthly,12,51.56294,-0.22132,311.00,311
531,310,Northfleet,564,LON-Romford,RM1 1TB,42,39,81,Yes,101,64,165,Yes,Monthly,12,51.5739376,0.18312975,212.33333333333331,212
532,360,Wednesbury,1357,NUN-Queen's Road,CV11 5LD,47,34,81,Yes,0,26,26,Yes,Bi-monthly,6,52.522493,-1.4746137,107.00,107
533,490,Motherwell,1157,Buckie,AB56 1PJ,33,48,81,Yes,0,137,137,Yes,Quarterly,4,57.67582823333333,-2.961716067,218.00,218
534,590,Peterborough,1476,North Walsham,NR28 9AS,42,39,81,Yes,57,0,57,Yes,Bi-monthly,6,52.8199708,1.3889782,119.00,119
535,600,Luton,1904,LON-Heston,UB2 5LN,12,69,81,Yes,0,125,125,Yes,Bi-monthly,6,51.4991759,-0.407742,206.00,206
536,220,Runcorn,1805,CHS-Sealand Road,CH1 4QG,48,34,82,Yes,0,76,76,Yes,Quarterly,4,53.19667864,-2.915084353,158.00,158
537,260,Newton Aycliffe,1605,GAT-Swalwell,NE16 3AF,30,52,82,Yes,88,74,162,Yes,Bi-monthly,6,54.9544842,-1.6864891,214.66666666666666,215
538,300,Bridgend,431,Barry,CF63 1BP,26,56,82,Yes,0,54,54,Yes,Quarterly,4,51.4248657,-3.2530598,136.00,136
539,320,Southampton,274,POR-Goldsmith Avenue,PO4 0BS,31,51,82,Yes,128,10,138,Yes,Monthly,12,50.796073533333335,-1.074146167,177.33333333333331,177
540,360,Wednesbury,1033,Netherton,DY2 9NP,32,50,82,Yes,0,70,70,Yes,Quarterly,4,52.4831532,-2.0717734,152.00,152
541,430,Exeter,432,Hayle,TR27 5PN,60,22,82,Yes,0,75,75,Yes,Bi-monthly,6,50.1967374,-5.4006766,157.00,157
542,490,Motherwell,1228,Coatbridge,ML5 4FQ,28,54,82,Yes,0,70,70,Yes,Quarterly,4,55.8547667,-4.021419,152.00,152
543,490,Motherwell,1831,ABE-Hutcheon Street,AB25 3TB,43,39,82,Yes,0,74,74,Yes,Monthly,12,57.15422985,-2.1048823,156.00,156
544,590,Peterborough,815,NOT-Mansfield Road,NG5 2DA,55,27,82,Yes,89,100,189,Yes,Monthly,12,52.97257293,-1.152528392,241.33333333333334,241
545,220,Runcorn,1783,WIG-Bridge Street,WA3 3XT,25,58,83,Yes,0,60,60,Yes,Bi-monthly,6,53.4723529,-2.5978608,143.00,143
546,260,Newton Aycliffe,1332,Norton,YO17 9DP,31,52,83,Yes,0,78,78,Yes,Quarterly,4,54.1317689,-0.7918997,161.00,161
547,260,Newton Aycliffe,1683,Richmond,DL10 4AJ,45,38,83,Yes,0,71,71,Yes,Bi-monthly,6,54.40558045,-1.73838505,154.00,154
548,260,Newton Aycliffe,2020,Harrogate,HG2 7LU,59,24,83,Yes,0,65,65,Yes,Bi-monthly,6,53.9961883,-1.5092184,148.00,148
549,310,Northfleet,985,MAI-Tovil,ME15 6RG,65,18,83,Yes,89,0,89,Yes,Quarterly,4,51.2624527,0.5112115,142.33333333333334,142
550,340,Doncaster,1356,Featherstone,WF7 5HG,47,36,83,Yes,0,41,41,Yes,Bi-monthly,6,53.6740745,-1.3582932,124.00,124
551,460,Avonmouth,1172,Wincanton,BA9 9EB,19,64,83,Yes,0,38,38,Yes,Quarterly,4,51.0498889,-2.41622395,121.00,121
552,460,Avonmouth,1759,BRS-Horfield,BS7 9RB,21,62,83,Yes,0,95,95,Yes,Bi-monthly,6,51.48421855,-2.578984133,178.00,178
553,490,Motherwell,1345,Inverurie,AB51 0GZ,35,48,83,Yes,4,64,68,Yes,Quarterly,4,57.28762287777778,-2.372915411,149.66666666666666,150
554,490,Motherwell,1951,Bellshill,ML4 3NW,25,58,83,Yes,0,69,69,Yes,Bi-monthly,6,55.8210082,-4.0344366,152.00,152
555,590,Peterborough,654,Market Harborough,LE16 8AN,39,44,83,Yes,70,0,70,Yes,Quarterly,4,52.47679865,-0.9113357,129.66666666666669,130
556,590,Peterborough,1804,COL-St Andrews Avenue,CO4 3BG,68,15,83,Yes,124,0,124,Yes,Quarterly,4,32.758977,-113.97386,165.66666666666669,166
557,220,Runcorn,757,Bangor,LL57 1DQ,40,44,84,Yes,0,45,45,Yes,Bi-monthly,6,53.2226517,-4.1333502,129.00,129
558,220,Runcorn,1495,WAR-Old Liverpool Road,WA5 1AP,47,37,84,Yes,45,127,172,Yes,Bi-monthly,6,53.387569,-2.6102351,241.00,241
559,250,Belvedere,242,LON-Walworth,SE17 1TY,28,56,84,Yes,34,59,93,Yes,Monthly,12,51.49135,-0.08326,165.66666666666666,166
560,260,Newton Aycliffe,1379,Guisborough,TS14 7LG,45,39,84,Yes,0,46,46,Yes,Quarterly,4,54.5304459,-1.0595055,130.00,130
561,310,Northfleet,1601,Hawkinge,CT18 7RH,51,33,84,Yes,78,0,78,Yes,Bi-monthly,6,51.11239945,1.16036925,136.00,136
562,340,Doncaster,1536,Skegness,PE25 3PQ,41,43,84,Yes,52,43,95,Yes,Bi-monthly,6,53.13928024406779,0.3334168864406779,161.66666666666669,162
563,460,Avonmouth,944,OXF-Watlington Road,OX4 6NF,45,39,84,Yes,0,258,258,Yes,Bi-monthly,6,51.72695916666667,-1.195271733,342.00,342
564,490,Motherwell,1522,LVN-Alderstone Road,EH54 7DN,19,65,84,Yes,0,117,117,Yes,Bi-monthly,6,55.88616155,-3.5236008,201.00,201
565,590,Peterborough,1489,COL-Gosbecks Road,CO2 9JT,59,25,84,Yes,105,0,105,Yes,Bi-monthly,6,51.8692279,0.86745585,154.00,154
566,220,Runcorn,1249,Holywell,CH8 7UP,26,59,85,Yes,0,73,73,Yes,Quarterly,4,53.2728784,-3.218113,158.00,158
567,250,Belvedere,1430,LON-Norwood,SE19 3UZ,37,48,85,Yes,50,68,118,Yes,Bi-monthly,6,51.4184399,-0.10332,186.33333333333334,186
568,250,Belvedere,1984,LON-Sutton Town Centre,SM1 1PG,40,45,85,Yes,132,85,217,Yes,Monthly,12,51.3679095,-0.19466555,258.00,258
569,260,Newton Aycliffe,1925,Hexham,NE46 3PD,24,61,85,Yes,105,45,150,Yes,Quarterly,4,54.9731963,-2.097219,200.00,200
570,310,Northfleet,794,Crowborough,TN6 1AS,60,25,85,Yes,67,0,67,Yes,Quarterly,4,51.06032146,0.15934525,129.66666666666669,130
571,340,Doncaster,1677,MAN-Radcliffe,M26 1AB,45,40,85,Yes,0,110,110,Yes,Bi-monthly,6,53.5580347,-2.3264791,195.00,195
572,360,Wednesbury,1104,SHR-Harlescott Lane,SY1 3AA,31,54,85,Yes,0,54,54,Yes,Quarterly,4,52.7362949,-2.7257581,139.00,139
573,590,Peterborough,763,Caister on Sea,NR30 5JL,37,48,85,Yes,90,0,90,Yes,Quarterly,4,52.64851585,1.7248091,145.00,145
574,600,Luton,1950,Hemel Hempstead-Jarman Fields,HP2 4JS,9,76,85,Yes,0,113,113,Yes,Monthly,12,51.74806227777778,-0.4563645,198.00,198
575,220,Runcorn,1350,WIG-Standish,WN6 0JF,28,58,86,Yes,0,103,103,Yes,Quarterly,4,53.5892301,-2.66762232,189.00,189
576,250,Belvedere,1271,LON-Chessington,KT9 2HY,29,57,86,Yes,0,113,113,Yes,Quarterly,4,51.3604903,-0.3100315,199.00,199
577,250,Belvedere,1428,LON-Bexleyheath,DA6 7LN,39,47,86,Yes,52,91,143,Yes,Bi-monthly,6,50.81590844697659,4.391026315439101,211.66666666666669,212
578,250,Belvedere,1651,LON-Epsom,KT17 4ER,42,44,86,Yes,80,91,171,Yes,Bi-monthly,6,51.3343182,-0.2603346,230.33333333333331,230
579,300,Bridgend,221,Aberystwyth,SY23 1LL,32,54,86,Yes,45,31,76,Yes,Bi-monthly,6,52.41318912,-4.08014306,147.00,147
580,300,Bridgend,775,CAR-Cathays,CF24 4HQ,32,54,86,Yes,168,173,341,Yes,Monthly,12,51.4923278,-3.18378654,371.00,371
581,320,Southampton,1451,Portchester,PO16 9SF,12,74,86,Yes,139,124,263,Yes,Bi-monthly,6,50.8466535,-1.1180777,302.6666666666667,303
582,340,Doncaster,1453,Normanton,WF6 2AY,33,53,86,Yes,0,61,61,Yes,Bi-monthly,6,53.70068326,-1.420569888,147.00,147
583,430,Exeter,1714,PAI-White Rock Way,TQ4 7RZ,54,32,86,Yes,0,36,36,Yes,Bi-monthly,6,50.4128004,-3.5785863,122.00,122
584,250,Belvedere,391,LON-Morden,SM4 5LN,38,49,87,Yes,18,131,149,Yes,Monthly,12,51.4013351,-0.1937558,230.00,230
585,260,Newton Aycliffe,1372,LEE-Chapel Allerton,LS7 3PG,18,69,87,Yes,89,60,149,Yes,Bi-monthly,6,53.82872335,-1.53829925,206.33333333333334,206
586,260,Newton Aycliffe,1592,Blyth,NE24 5SU,30,57,87,Yes,2,39,41,Yes,Quarterly,4,55.1315371,-1.5283687,127.33333333333333,127
587,310,Northfleet,519,Ashford,TN24 8TN,35,52,87,Yes,120,0,120,Yes,Bi-monthly,6,51.1507472,0.8691931,167.00,167
588,310,Northfleet,1437,Sittingbourne,ME10 1AR,44,43,87,Yes,52,0,52,Yes,Bi-monthly,6,51.3410301,0.73075112,121.66666666666667,122
589,320,Southampton,1295,Salisbury,SP1 2NZ,34,53,87,Yes,0,123,123,Yes,Quarterly,4,51.0629073,-1.7763857,210.00,210
590,340,Doncaster,1155,HUD-Wakefield Road,HD1 3PD,38,49,87,Yes,0,72,72,Yes,Bi-monthly,6,53.6425774,-1.7690776,159.00,159
591,430,Exeter,1215,PLY-North Prospect,PL2 2AB,42,45,87,Yes,45,27,72,Yes,Bi-monthly,6,50.38809,-4.16818,144.00,144
592,490,Motherwell,721,Prestonpans,EH32 9AN,17,70,87,Yes,3,70,73,Yes,Bi-monthly,6,55.9628755,-2.9776577,159.00,159
593,490,Motherwell,964,MOT-New Stevenston,ML1 4JN,15,72,87,Yes,70,139,209,Yes,Bi-monthly,6,55.8109,-3.97368,272.6666666666667,273
594,600,Luton,1599,Dunstable,LU5 4LW,26,61,87,Yes,0,63,63,Yes,Quarterly,4,51.88809055,-0.50124315,150.00,150
595,250,Belvedere,1581,LON-Wimbledon,SW17 0BW,26,62,88,Yes,42,110,152,Yes,Monthly,12,51.4301698,-0.1851562,226.00,226
596,260,Newton Aycliffe,1176,Alnwick,NE66 2QL,48,40,88,Yes,0,46,46,Yes,Quarterly,4,55.4090346,-1.69755,134.00,134
597,300,Bridgend,1634,GLO-Coney Hill,GL4 4LP,35,53,88,Yes,35,0,35,Yes,Bi-monthly,6,51.8552618,-2.22170738,111.33333333333334,111
598,310,Northfleet,1431,SOS-Eastwood,SS9 5PR,70,18,88,Yes,81,0,81,Yes,Quarterly,4,51.5703007,0.6460659,142.00,142
599,340,Doncaster,1915,Retford,DN22 6DS,32,56,88,Yes,0,63,63,Yes,Quarterly,4,53.3169427,-0.9393401,151.00,151
600,360,Wednesbury,1695,STO-Trentham Road,ST3 4DY,21,67,88,Yes,0,72,72,Yes,Bi-monthly,6,52.9842358,-2.1352582,160.00,160
601,360,Wednesbury,1921,SOL-Shirley,B90 4QY,31,57,88,Yes,0,74,74,Yes,Bi-monthly,6,52.40147312727272,-1.8165174,162.00,162
602,360,Wednesbury,1262,TEL-Hadley,TF1 5YN,24,64,88,Yes,0,112,112,Yes,Bi-monthly,6,52.6986,-2.5029,200.00,200
603,430,Exeter,1274,CHR-Somerford Road,BH23 3PP,52,36,88,Yes,0,32,32,Yes,Bi-monthly,6,50.73735235,-1.7519063,120.00,120
604,430,Exeter,1510,Minehead,TA24 5BY,47,41,88,Yes,0,60,60,Yes,Bi-monthly,6,51.2013646,-3.46389195,148.00,148
